"COD","year","pop"
"COD1505304",2007,58054.8776274861
"COD1505304",2008,58665.796708324
"COD1505304",2009,59276.715789162
"COD1505304",2010,59887.63487
"COD1505304",2011,60444.2413100483
"COD1505304",2012,61000.8477500966
"COD1505304",2013,61557.454190145
"COD1505304",2014,62114.0606301933
"COD1505304",2015,62670.6670702416
"COD1505304",2016,63162.0140442419
"COD1505304",2017,63653.3610182423
"COD1505304",2018,64144.7079922426
"COD1505304",2019,64636.054966243
"COD1505304",2020,65127.4019402433
"COD1505403",2000,14767.6255908012
"COD1505403",2001,14980.886938858
"COD1505403",2002,15194.1482869148
"COD1505403",2003,15407.4096349716
"COD1505403",2004,15620.6709830284
"COD1505403",2005,15833.9323310852
"COD1505403",2006,16004.2179668682
"COD1505403",2007,16174.5036026511
"COD1505403",2008,16344.7892384341
"COD1505403",2009,16515.074874217
"COD1505403",2010,16685.36051
"COD1505403",2011,16840.4965628691
"COD1505403",2012,16995.6326157381
"COD1505403",2013,17150.7686686072
"COD1505403",2014,17305.9047214762
"COD1505403",2015,17461.0407743453
"COD1505403",2016,17597.9666843413
"COD1505403",2017,17734.8925943374
"COD1505403",2018,17871.8185043334
"COD1505403",2019,18008.7444143295
"COD1505403",2020,18145.6703243255
"COD1505437",2000,24339.4861980974
"COD1505437",2001,24690.9761207908
"COD1505437",2002,25042.4660434842
"COD1505437",2003,25393.9559661775
"COD1505437",2004,25745.4458888709
"COD1505437",2005,26096.9358115643
"COD1505437",2006,26377.5946692514
"COD1505437",2007,26658.2535269386
"COD1505437",2008,26938.9123846257
"COD1505437",2009,27219.5712423129
"COD1505437",2010,27500.2301
"COD1505437",2011,27755.9199598146
"COD1505437",2012,28011.6098196292
"COD1505437",2013,28267.2996794439
"COD1505437",2014,28522.9895392585
"COD1505437",2015,28778.6793990731
"COD1505437",2016,29004.3558853209
"COD1505437",2017,29230.0323715687
"COD1505437",2018,29455.7088578164
"COD1505437",2019,29681.3853440642
"COD1505437",2020,29907.061830312
"COD1505486",2000,36362.8334350585
"COD1505486",2001,36887.9542163848
"COD1505486",2002,37413.0749977111
"COD1505486",2003,37938.1957790374
"COD1505486",2004,38463.3165603637
"COD1505486",2005,38988.43734169
"COD1505486",2006,39407.737527352
"COD1505486",2007,39827.037713014
"COD1505486",2008,40246.337898676
"COD1505486",2009,40665.638084338
"COD1505486",2010,41084.93827
"COD1505486",2011,41466.9351659813
"COD1505486",2012,41848.9320619627
"COD1505486",2013,42230.928957944
"COD1505486",2014,42612.9258539254
"COD1505486",2015,42994.9227499067
"COD1505486",2016,43332.0801078796
"COD1505486",2017,43669.2374658524
"COD1505486",2018,44006.3948238253
"COD1505486",2019,44343.5521817981
"COD1505486",2020,44680.709539771
"COD1505494",2000,6733.52582057565
"COD1505494",2001,6830.7656188108
"COD1505494",2002,6928.00541704595
"COD1505494",2003,7025.24521528109
"COD1505494",2004,7122.48501351624
"COD1505494",2005,7219.72481175139
"COD1505494",2006,7297.36915780111
"COD1505494",2007,7375.01350385083
"COD1505494",2008,7452.65784990056
"COD1505494",2009,7530.30219595028
"COD1505494",2010,7607.946542
"COD1505494",2011,7678.6832220499
"COD1505494",2012,7749.4199020998
"COD1505494",2013,7820.1565821497
"COD1505494",2014,7890.8932621996
"COD1505494",2015,7961.6299422495
"COD1505494",2016,8024.06340953782
"COD1505494",2017,8086.49687682613
"COD1505494",2018,8148.93034411445
"COD1505494",2019,8211.36381140276
"COD1505494",2020,8273.79727869108
"COD1505502",2000,89670.4702798128
"COD1505502",2001,90965.414140588
"COD1505502",2002,92260.3580013632
"COD1505502",2003,93555.3018621385
"COD1505502",2004,94850.2457229137
"COD1505502",2005,96145.1895836889
"COD1505502",2006,97179.1806669511
"COD1505502",2007,98213.1717502133
"COD1505502",2008,99247.1628334756
"COD1505502",2009,100281.153916738
"COD1505502",2010,101315.145
"COD1505502",2011,102257.146469549
"COD1505502",2012,103199.147939097
"COD1505502",2013,104141.149408646
"COD1505502",2014,105083.150878194
"COD1505502",2015,106025.152347743
"COD1505502",2016,106856.579811501
"COD1505502",2017,107688.007275259
"COD1505502",2018,108519.434739017
"COD1505502",2019,109350.862202775
"COD1505502",2020,110182.289666533
"COD1505536",2000,143274.941683024
"COD1505536",2001,145343.995351398
"COD1505536",2002,147413.049019772
"COD1505536",2003,149482.102688145
"COD1505536",2004,151551.156356519
"COD1505536",2005,153620.210024893
"COD1505536",2006,155272.314759914
"COD1505536",2007,156924.419494936
"COD1505536",2008,158576.524229957
"COD1505536",2009,160228.628964979
"COD1505536",2010,161880.7337
"COD1505536",2011,163385.858159739
"COD1505536",2012,164890.982619478
"COD1505536",2013,166396.107079216
"COD1505536",2014,167901.231538955
"COD1505536",2015,169406.355998694
"COD1505536",2016,170734.805609464
"COD1505536",2017,172063.255220234
"COD1505536",2018,173391.704831003
"COD1505536",2019,174720.154441773
"COD1505536",2020,176048.604052543
"COD1505551",2000,5568.44388955831
"COD1505551",2001,5648.85856941938
"COD1505551",2002,5729.27324928045
"COD1505551",2003,5809.68792914151
"COD1505551",2004,5890.10260900258
"COD1505551",2005,5970.51728886365
"COD1505551",2006,6034.72707089092
"COD1505551",2007,6098.93685291819
"COD1505551",2008,6163.14663494546
"COD1505551",2009,6227.35641697273
"COD1505551",2010,6291.566199
"COD1505551",2011,6350.06351987943
"COD1505551",2012,6408.56084075887
"COD1505551",2013,6467.0581616383
"COD1505551",2014,6525.55548251774
"COD1505551",2015,6584.05280339717
"COD1505551",2016,6635.68359177112
"COD1505551",2017,6687.31438014507
"COD1505551",2018,6738.94516851901
"COD1505551",2019,6790.57595689296
"COD1505551",2020,6842.20674526691
"COD1505601",2000,7908.38253068923
"COD1505601",2001,8022.58860282897
"COD1505601",2002,8136.79467496871
"COD1505601",2003,8251.00074710845
"COD1505601",2004,8365.20681924819
"COD1505601",2005,8479.41289138793
"COD1505601",2006,8570.60453151034
"COD1505601",2007,8661.79617163276
"COD1505601",2008,8752.98781175517
"COD1505601",2009,8844.17945187759
"COD1505601",2010,8935.371092
"COD1505601",2011,9018.44980776977
"COD1505601",2012,9101.52852353953
"COD1505601",2013,9184.6072393093
"COD1505601",2014,9267.68595507907
"COD1505601",2015,9350.76467084884
"COD1505601",2016,9424.0914399147
"COD1505601",2017,9497.41820898055
"COD1505601",2018,9570.74497804641
"COD1505601",2019,9644.07174711227
"COD1505601",2020,9717.39851617813
"COD1505635",2000,11545.4873604513
"COD1505635",2001,11712.2173738941
"COD1505635",2002,11878.9473873369
"COD1505635",2003,12045.6774007796
"COD1505635",2004,12212.4074142224
"COD1505635",2005,12379.1374276652
"COD1505635",2006,12512.2685481322
"COD1505635",2007,12645.3996685991
"COD1505635",2008,12778.5307890661
"COD1505635",2009,12911.661909533
"COD1505635",2010,13044.79303
"COD1505635",2011,13166.0800634952
"COD1505635",2012,13287.3670969903
"COD1505635",2013,13408.6541304855
"COD1505635",2014,13529.9411639806
"COD1505635",2015,13651.2281974758
"COD1505635",2016,13758.2783326886
"COD1505635",2017,13865.3284679014
"COD1505635",2018,13972.3786031141
"COD1505635",2019,14079.4287383269
"COD1505635",2020,14186.4788735397
"COD1505650",2000,21782.9023127257
"COD1505650",2001,22097.4722587108
"COD1505650",2002,22412.0422046959
"COD1505650",2003,22726.6121506809
"COD1505650",2004,23041.182096666
"COD1505650",2005,23355.7520426511
"COD1505650",2006,23606.9309041209
"COD1505650",2007,23858.1097655907
"COD1505650",2008,24109.2886270604
"COD1505650",2009,24360.4674885302
"COD1505650",2010,24611.64635
"COD1505650",2011,24840.4789329379
"COD1505650",2012,25069.3115158758
"COD1505650",2013,25298.1440988138
"COD1505650",2014,25526.9766817517
"COD1505650",2015,25755.8092646896
"COD1505650",2016,25957.7810275494
"COD1505650",2017,26159.7527904092
"COD1505650",2018,26361.7245532691
"COD1505650",2019,26563.6963161289
"COD1505650",2020,26765.6680789887
"COD1505700",2000,24012.2469777464
"COD1505700",2001,24359.011203736
"COD1505700",2002,24705.7754297256
"COD1505700",2003,25052.5396557151
"COD1505700",2004,25399.3038817047
"COD1505700",2005,25746.0681076943
"COD1505700",2006,26022.9535601554
"COD1505700",2007,26299.8390126166
"COD1505700",2008,26576.7244650777
"COD1505700",2009,26853.6099175389
"COD1505700",2010,27130.49537
"COD1505700",2011,27382.7475520516
"COD1505700",2012,27634.9997341033
"COD1505700",2013,27887.2519161549
"COD1505700",2014,28139.5040982066
"COD1505700",2015,28391.7562802582
"COD1505700",2016,28614.398600158
"COD1505700",2017,28837.0409200578
"COD1505700",2018,29059.6832399576
"COD1505700",2019,29282.3255598574
"COD1505700",2020,29504.9678797572
"COD1505809",2000,46882.9567397218
"COD1505809",2001,47560.0001140173
"COD1505809",2002,48237.0434883128
"COD1505809",2003,48914.0868626084
"COD1505809",2004,49591.1302369039
"COD1505809",2005,50268.1736111994
"COD1505809",2006,50808.7814269595
"COD1505809",2007,51349.3892427196
"COD1505809",2008,51889.9970584798
"COD1505809",2009,52430.6048742399
"COD1505809",2010,52971.21269
"COD1505809",2011,53463.7250159774
"COD1505809",2012,53956.2373419548
"COD1505809",2013,54448.7496679323
"COD1505809",2014,54941.2619939097
"COD1505809",2015,55433.7743198871
"COD1505809",2016,55868.4746170285
"COD1505809",2017,56303.17491417
"COD1505809",2018,56737.8752113114
"COD1505809",2019,57172.5755084529
"COD1505809",2020,57607.2758055943
"COD1505908",2000,30524.8640258135
"COD1505908",2001,30965.6778794226
"COD1505908",2002,31406.4917330317
"COD1505908",2003,31847.3055866408
"COD1505908",2004,32288.1194402499
"COD1505908",2005,32728.933293859
"COD1505908",2006,33080.9157930872
"COD1505908",2007,33432.8982923154
"COD1505908",2008,33784.8807915436
"COD1505908",2009,34136.8632907718
"COD1505908",2010,34488.84579
"COD1505908",2011,34809.5139559038
"COD1505908",2012,35130.1821218077
"COD1505908",2013,35450.8502877115
"COD1505908",2014,35771.5184536154
"COD1505908",2015,36092.1866195192
"COD1505908",2016,36375.2141484631
"COD1505908",2017,36658.2416774069
"COD1505908",2018,36941.2692063508
"COD1505908",2019,37224.2967352946
"COD1505908",2020,37507.3242642385
"COD1506005",2000,26679.4862371962
"COD1506005",2001,27064.7684339515
"COD1506005",2002,27450.0506307069
"COD1506005",2003,27835.3328274622
"COD1506005",2004,28220.6150242176
"COD1506005",2005,28605.8972209729
"COD1506005",2006,28913.5386387783
"COD1506005",2007,29221.1800565837
"COD1506005",2008,29528.8214743892
"COD1506005",2009,29836.4628921946
"COD1506005",2010,30144.10431
"COD1506005",2011,30424.3762194642
"COD1506005",2012,30704.6481289284
"COD1506005",2013,30984.9200383926
"COD1506005",2014,31265.1919478568
"COD1506005",2015,31545.463857321
"COD1506005",2016,31792.8369142487
"COD1506005",2017,32040.2099711764
"COD1506005",2018,32287.5830281041
"COD1506005",2019,32534.9560850318
"COD1506005",2020,32782.3291419595
"COD1506104",2000,9529.15808391571
"COD1506104",2001,9666.76999320983
"COD1506104",2002,9804.38190250395
"COD1506104",2003,9941.99381179806
"COD1506104",2004,10079.6057210922
"COD1506104",2005,10217.2176303863
"COD1506104",2006,10327.098432309
"COD1506104",2007,10436.9792342318
"COD1506104",2008,10546.8600361545
"COD1506104",2009,10656.7408380773
"COD1506104",2010,10766.62164
"COD1506104",2011,10866.7268503453
"COD1506104",2012,10966.8320606906
"COD1506104",2013,11066.937271036
"COD1506104",2014,11167.0424813813
"COD1506104",2015,11267.1476917266
"COD1506104",2016,11355.502342987
"COD1506104",2017,11443.8569942474
"COD1506104",2018,11532.2116455077
"COD1506104",2019,11620.5662967681
"COD1506104",2020,11708.9209480285
"COD1506112",2000,11696.7228869199
"COD1506112",2001,11865.6369074582
"COD1506112",2002,12034.5509279966
"COD1506112",2003,12203.4649485349
"COD1506112",2004,12372.3789690733
"COD1506112",2005,12541.2929896116
"COD1506112",2006,12676.1680096893
"COD1506112",2007,12811.043029767
"COD1506112",2008,12945.9180498446
"COD1506112",2009,13080.7930699223
"COD1506112",2010,13215.66809
"COD1506112",2011,13338.5438787186
"COD1506112",2012,13461.4196674372
"COD1506112",2013,13584.2954561558
"COD1506112",2014,13707.1712448744
"COD1506112",2015,13830.047033593
"COD1506112",2016,13938.4994201123
"COD1506112",2017,14046.9518066316
"COD1506112",2018,14155.404193151
"COD1506112",2019,14263.8565796703
"COD1506112",2020,14372.3089661896
"COD1506138",2000,69429.5103645324
"COD1506138",2001,70432.1518031835
"COD1506138",2002,71434.7932418346
"COD1506138",2003,72437.4346804856
"COD1506138",2004,73440.0761191367
"COD1506138",2005,74442.7175577878
"COD1506138",2006,75243.3097942302
"COD1506138",2007,76043.9020306727
"COD1506138",2008,76844.4942671151
"COD1506138",2009,77645.0865035576
"COD1506138",2010,78445.67874
"COD1506138",2011,79175.0459774298
"COD1506138",2012,79904.4132148595
"COD1506138",2013,80633.7804522893
"COD1506138",2014,81363.147689719
"COD1506138",2015,82092.5149271488
"COD1506138",2016,82736.2675350904
"COD1506138",2017,83380.020143032
"COD1506138",2018,84023.7727509737
"COD1506138",2019,84667.5253589153
"COD1506138",2020,85311.2779668569
"COD1506161",2000,16167.5879640746
"COD1506161",2001,16401.066375412
"COD1506161",2002,16634.5447867493
"COD1506161",2003,16868.0231980867
"COD1506161",2004,17101.501609424
"COD1506161",2005,17334.9800207614
"COD1506161",2006,17521.4086246091
"COD1506161",2007,17707.8372284568
"COD1506161",2008,17894.2658323046
"COD1506161",2009,18080.6944361523
"COD1506161",2010,18267.12304
"COD1506161",2011,18436.9659162507
"COD1506161",2012,18606.8087925013
"COD1506161",2013,18776.651668752
"COD1506161",2014,18946.4945450026
"COD1506161",2015,19116.3374212533
"COD1506161",2016,19266.2438155956
"COD1506161",2017,19416.1502099379
"COD1506161",2018,19566.0566042803
"COD1506161",2019,19715.9629986226
"COD1506161",2020,19865.8693929649
"COD1506187",2000,42869.5362326502
"COD1506187",2001,43488.6212411403
"COD1506187",2002,44107.7062496304
"COD1506187",2003,44726.7912581205
"COD1506187",2004,45345.8762666106
"COD1506187",2005,45964.9612751007
"COD1506187",2006,46459.2903220806
"COD1506187",2007,46953.6193690604
"COD1506187",2008,47447.9484160403
"COD1506187",2009,47942.2774630201
"COD1506187",2010,48436.60651
"COD1506187",2011,48886.9572846902
"COD1506187",2012,49337.3080593804
"COD1506187",2013,49787.6588340705
"COD1506187",2014,50238.0096087607
"COD1506187",2015,50688.3603834509
"COD1506187",2016,51085.8480745076
"COD1506187",2017,51483.3357655644
"COD1506187",2018,51880.8234566211
"COD1506187",2019,52278.3111476779
"COD1506187",2020,52675.7988387346
"COD1506195",2000,36582.950528454
"COD1506195",2001,37111.2500636898
"COD1506195",2002,37639.5495989255
"COD1506195",2003,38167.8491341613
"COD1506195",2004,38696.148669397
"COD1506195",2005,39224.4482046328
"COD1506195",2006,39646.2865477062
"COD1506195",2007,40068.1248907797
"COD1506195",2008,40489.9632338531
"COD1506195",2009,40911.8015769266
"COD1506195",2010,41333.63992
"COD1506195",2011,41717.9491496913
"COD1506195",2012,42102.2583793826
"COD1506195",2013,42486.567609074
"COD1506195",2014,42870.8768387653
"COD1506195",2015,43255.1860684566
"COD1506195",2016,43594.3843629695
"COD1506195",2017,43933.5826574824
"COD1506195",2018,44272.7809519954
"COD1506195",2019,44611.9792465083
"COD1506195",2020,44951.1775410212
"COD1506302",2000,18355.5879110693
"COD1506302",2001,18620.6635292887
"COD1506302",2002,18885.7391475081
"COD1506302",2003,19150.8147657274
"COD1506302",2004,19415.8903839468
"COD1506302",2005,19680.9660021662
"COD1506302",2006,19892.624475733
"COD1506302",2007,20104.2829492997
"COD1506302",2008,20315.9414228665
"COD1506302",2009,20527.5998964332
"COD1506302",2010,20739.25837
"COD1506302",2011,20932.0865120076
"COD1506302",2012,21124.9146540152
"COD1506302",2013,21317.7427960228
"COD1506302",2014,21510.5709380304
"COD1506302",2015,21703.399080038
"COD1506302",2016,21873.5926736116
"COD1506302",2017,22043.7862671852
"COD1506302",2018,22213.9798607587
"COD1506302",2019,22384.1734543323
"COD1506302",2020,22554.3670479059
"COD1506351",2000,16166.7621105909
"COD1506351",2001,16400.2285684228
"COD1506351",2002,16633.6950262546
"COD1506351",2003,16867.1614840865
"COD1506351",2004,17100.6279419183
"COD1506351",2005,17334.0943997502
"COD1506351",2006,17520.5135058002
"COD1506351",2007,17706.9326118501
"COD1506351",2008,17893.3517179001
"COD1506351",2009,18079.77082395
"COD1506351",2010,18266.18993
"COD1506351",2011,18436.0241173928
"COD1506351",2012,18605.8583047855
"COD1506351",2013,18775.6924921783
"COD1506351",2014,18945.526679571
"COD1506351",2015,19115.3608669638
"COD1506351",2016,19265.2596244335
"COD1506351",2017,19415.1583819031
"COD1506351",2018,19565.0571393728
"COD1506351",2019,19714.9558968424
"COD1506351",2020,19864.8546543121
"COD1506401",2000,7434.72684587538
"COD1506401",2001,7542.09277823418
"COD1506401",2002,7649.45871059298
"COD1506401",2003,7756.82464295178
"COD1506401",2004,7864.19057531058
"COD1506401",2005,7971.55650766938
"COD1506401",2006,8057.2864125355
"COD1506401",2007,8143.01631740163
"COD1506401",2008,8228.74622226775
"COD1506401",2009,8314.47612713388
"COD1506401",2010,8400.206032
"COD1506401",2011,8478.30892748645
"COD1506401",2012,8556.4118229729
"COD1506401",2013,8634.51471845935
"COD1506401",2014,8712.6176139458
"COD1506401",2015,8790.72050943225
"COD1506401",2016,8859.65553757995
"COD1506401",2017,8928.59056572765
"COD1506401",2018,8997.52559387534
"COD1506401",2019,9066.46062202304
"COD1506401",2020,9135.39565017074
"COD1506500",2000,54481.8609707951
"COD1506500",2001,55268.6411827743
"COD1506500",2002,56055.4213947534
"COD1506500",2003,56842.2016067326
"COD1506500",2004,57628.9818187117
"COD1506500",2005,58415.7620306909
"COD1506500",2006,59043.9928885527
"COD1506500",2007,59672.2237464145
"COD1506500",2008,60300.4546042764
"COD1506500",2009,60928.6854621382
"COD1506500",2010,61556.91632
"COD1506500",2011,62129.2563076229
"COD1506500",2012,62701.5962952458
"COD1506500",2013,63273.9362828687
"COD1506500",2014,63846.2762704916
"COD1506500",2015,64418.6162581145
"COD1506500",2016,64923.7737964391
"COD1506500",2017,65428.9313347637
"COD1506500",2018,65934.0888730883
"COD1506500",2019,66439.2464114129
"COD1506500",2020,66944.4039497375
"COD1506559",2000,17838.3073997497
"COD1506559",2001,18095.9128890037
"COD1506559",2002,18353.5183782577
"COD1506559",2003,18611.1238675117
"COD1506559",2004,18868.7293567657
"COD1506559",2005,19126.3348460197
"COD1506559",2006,19332.0285528158
"COD1506559",2007,19537.7222596118
"COD1506559",2008,19743.4159664079
"COD1506559",2009,19949.1096732039
"COD1506559",2010,20154.80338
"COD1506559",2011,20342.1974121947
"COD1506559",2012,20529.5914443894
"COD1506559",2013,20716.9854765842
"COD1506559",2014,20904.3795087789
"COD1506559",2015,21091.7735409736
"COD1506559",2016,21257.1709095001
"COD1506559",2017,21422.5682780265
"COD1506559",2018,21587.965646553
"COD1506559",2019,21753.3630150794
"COD1506559",2020,21918.7603836059
"COD1506583",2000,15443.3696480542
"COD1506583",2001,15666.3895193446
"COD1506583",2002,15889.409390635
"COD1506583",2003,16112.4292619254
"COD1506583",2004,16335.4491332158
"COD1506583",2005,16558.4690045062
"COD1506583",2006,16736.546645605
"COD1506583",2007,16914.6242867037
"COD1506583",2008,17092.7019278025
"COD1506583",2009,17270.7795689012
"COD1506583",2010,17448.85721
"COD1506583",2011,17611.0920730413
"COD1506583",2012,17773.3269360827
"COD1506583",2013,17935.561799124
"COD1506583",2014,18097.7966621654
"COD1506583",2015,18260.0315252067
"COD1506583",2016,18403.2229542391
"COD1506583",2017,18546.4143832715
"COD1506583",2018,18689.6058123038
"COD1506583",2019,18832.7972413362
"COD1506583",2020,18975.9886703686
"COD1506609",2000,21236.9505805969
"COD1506609",2001,21543.6363836288
"COD1506609",2002,21850.3221866607
"COD1506609",2003,22157.0079896927
"COD1506609",2004,22463.6937927246
"COD1506609",2005,22770.3795957565
"COD1506609",2006,23015.2630666052
"COD1506609",2007,23260.1465374539
"COD1506609",2008,23505.0300083026
"COD1506609",2009,23749.9134791513
"COD1506609",2010,23994.79695
"COD1506609",2011,24217.8942349573
"COD1506609",2012,24440.9915199145
"COD1506609",2013,24664.0888048718
"COD1506609",2014,24887.186089829
"COD1506609",2015,25110.2833747863
"COD1506609",2016,25307.1930374145
"COD1506609",2017,25504.1027000427
"COD1506609",2018,25701.0123626708
"COD1506609",2019,25897.922025299
"COD1506609",2020,26094.8316879272
"COD1506708",2000,51165.8776379525
"COD1506708",2001,51904.7712584555
"COD1506708",2002,52643.6648789584
"COD1506708",2003,53382.5584994614
"COD1506708",2004,54121.4521199643
"COD1506708",2005,54860.3457404673
"COD1506708",2006,55450.3399643738
"COD1506708",2007,56040.3341882804
"COD1506708",2008,56630.3284121869
"COD1506708",2009,57220.3226360935
"COD1506708",2010,57810.31686
"COD1506708",2011,58347.8219095352
"COD1506708",2012,58885.3269590704
"COD1506708",2013,59422.8320086055
"COD1506708",2014,59960.3370581407
"COD1506708",2015,60497.8421076759
"COD1506708",2016,60972.2537435859
"COD1506708",2017,61446.6653794959
"COD1506708",2018,61921.0770154058
"COD1506708",2019,62395.4886513158
"COD1506708",2020,62869.9002872258
"COD1506807",2000,241280.647251401
"COD1506807",2001,244765.015304911
"COD1506807",2002,248249.38335842
"COD1506807",2003,251733.75141193
"COD1506807",2004,255218.119465439
"COD1506807",2005,258702.487518949
"COD1506807",2006,261484.696975159
"COD1506807",2007,264266.906431369
"COD1506807",2008,267049.11588758
"COD1506807",2009,269831.32534379
"COD1506807",2010,272613.5348
"COD1506807",2011,275148.223576638
"COD1506807",2012,277682.912353277
"COD1506807",2013,280217.601129915
"COD1506807",2014,282752.289906554
"COD1506807",2015,285286.978683192
"COD1506807",2016,287524.140315465
"COD1506807",2017,289761.301947739
"COD1506807",2018,291998.463580012
"COD1506807",2019,294235.625212286
"COD1506807",2020,296472.786844559
"COD1506906",2000,5712.05201649665
"COD1506906",2001,5794.54055976867
"COD1506906",2002,5877.02910304069
"COD1506906",2003,5959.51764631271
"COD1506906",2004,6042.00618958473
"COD1506906",2005,6124.49473285675
"COD1506906",2006,6190.3604598854
"COD1506906",2007,6256.22618691405
"COD1506906",2008,6322.0919139427
"COD1506906",2009,6387.95764097135
"COD1506906",2010,6453.823368
"COD1506906",2011,6513.82930802266
"COD1506906",2012,6573.83524804533
"COD1506906",2013,6633.84118806799
"COD1506906",2014,6693.84712809066
"COD1506906",2015,6753.85306811332
"COD1506906",2016,6806.81539692878
"COD1506906",2017,6859.77772574424
"COD1506906",2018,6912.7400545597
"COD1506906",2019,6965.70238337516
"COD1506906",2020,7018.66471219062
"COD1507003",2000,24844.4005228877
"COD1507003",2001,25203.1819934845
"COD1507003",2002,25561.9634640813
"COD1507003",2003,25920.744934678
"COD1507003",2004,26279.5264052748
"COD1507003",2005,26638.3078758716
"COD1507003",2006,26924.7889026973
"COD1507003",2007,27211.269929523
"COD1507003",2008,27497.7509563486
"COD1507003",2009,27784.2319831743
"COD1507003",2010,28070.71301
"COD1507003",2011,28331.7070804014
"COD1507003",2012,28592.7011508028
"COD1507003",2013,28853.6952212043
"COD1507003",2014,29114.6892916057
"COD1507003",2015,29375.6833620071
"COD1507003",2016,29606.0414335489
"COD1507003",2017,29836.3995050907
"COD1507003",2018,30066.7575766324
"COD1507003",2019,30297.1156481742
"COD1507003",2020,30527.473719716
"COD1507102",2000,15544.4736344814
"COD1507102",2001,15768.9535516262
"COD1507102",2002,15993.433468771
"COD1507102",2003,16217.9133859157
"COD1507102",2004,16442.3933030605
"COD1507102",2005,16666.8732202053
"COD1507102",2006,16846.1167061642
"COD1507102",2007,17025.3601921232
"COD1507102",2008,17204.6036780821
"COD1507102",2009,17383.8471640411
"COD1507102",2010,17563.09065
"COD1507102",2011,17726.3876251998
"COD1507102",2012,17889.6846003996
"COD1507102",2013,18052.9815755994
"COD1507102",2014,18216.2785507992
"COD1507102",2015,18379.575525999
"COD1507102",2016,18523.7043787002
"COD1507102",2017,18667.8332314014
"COD1507102",2018,18811.9620841026
"COD1507102",2019,18956.0909368038
"COD1507102",2020,19100.219789505
"COD1507151",2000,21076.0311419963
"COD1507151",2001,21380.3930707931
"COD1507151",2002,21684.7549995899
"COD1507151",2003,21989.1169283866
"COD1507151",2004,22293.4788571834
"COD1507151",2005,22597.8407859802
"COD1507151",2006,22840.8687047842
"COD1507151",2007,23083.8966235881
"COD1507151",2008,23326.9245423921
"COD1507151",2009,23569.952461196
"COD1507151",2010,23812.98038
"COD1507151",2011,24034.3871629725
"COD1507151",2012,24255.7939459451
"COD1507151",2013,24477.2007289176
"COD1507151",2014,24698.6075118902
"COD1507151",2015,24920.0142948627
"COD1507151",2016,25115.4319416523
"COD1507151",2017,25310.8495884418
"COD1507151",2018,25506.2672352314
"COD1507151",2019,25701.6848820209
"COD1507151",2020,25897.1025288105
"COD1507201",2000,27717.7211698293
"COD1507201",2001,28117.9966773867
"COD1507201",2002,28518.2721849441
"COD1507201",2003,28918.5476925015
"COD1507201",2004,29318.8232000589
"COD1507201",2005,29719.0987076163
"COD1507201",2006,30038.712016093
"COD1507201",2007,30358.3253245698
"COD1507201",2008,30677.9386330465
"COD1507201",2009,30997.5519415233
"COD1507201",2010,31317.16525
"COD1507201",2011,31608.3439740631
"COD1507201",2012,31899.5226981262
"COD1507201",2013,32190.7014221893
"COD1507201",2014,32481.8801462524
"COD1507201",2015,32773.0588703155
"COD1507201",2016,33030.0584755301
"COD1507201",2017,33287.0580807447
"COD1507201",2018,33544.0576859593
"COD1507201",2019,33801.0572911739
"COD1507201",2020,34058.0568963885
"COD1507300",2000,79862.5030416483
"COD1507300",2001,81015.8086916369
"COD1507300",2002,82169.1143416255
"COD1507300",2003,83322.4199916142
"COD1507300",2004,84475.7256416028
"COD1507300",2005,85629.0312915914
"COD1507300",2006,86549.9265512731
"COD1507300",2007,87470.8218109548
"COD1507300",2008,88391.7170706366
"COD1507300",2009,89312.6123303183
"COD1507300",2010,90233.50759
"COD1507300",2011,91072.4748085581
"COD1507300",2012,91911.4420271162
"COD1507300",2013,92750.4092456744
"COD1507300",2014,93589.3764642325
"COD1507300",2015,94428.3436827906
"COD1507300",2016,95168.8314615066
"COD1507300",2017,95909.3192402226
"COD1507300",2018,96649.8070189385
"COD1507300",2019,97390.2947976545
"COD1507300",2020,98130.7825763705
"COD1507409",2000,13920.4777202606
"COD1507409",2001,14121.5052915573
"COD1507409",2002,14322.532862854
"COD1507409",2003,14523.5604341506
"COD1507409",2004,14724.5880054473
"COD1507409",2005,14925.615576744
"COD1507409",2006,15086.1327413952
"COD1507409",2007,15246.6499060464
"COD1507409",2008,15407.1670706976
"COD1507409",2009,15567.6842353488
"COD1507409",2010,15728.2014
"COD1507409",2011,15874.4380696918
"COD1507409",2012,16020.6747393835
"COD1507409",2013,16166.9114090753
"COD1507409",2014,16313.148078767
"COD1507409",2015,16459.3847484588
"COD1507409",2016,16588.455862236
"COD1507409",2017,16717.5269760131
"COD1507409",2018,16846.5980897903
"COD1507409",2019,16975.6692035674
"COD1507409",2020,17104.7403173446
"COD1507458",2000,23254.2562737762
"COD1507458",2001,23590.0742640912
"COD1507458",2002,23925.8922544061
"COD1507458",2003,24261.7102447211
"COD1507458",2004,24597.528235036
"COD1507458",2005,24933.346225351
"COD1507458",2006,25201.4912562808
"COD1507458",2007,25469.6362872106
"COD1507458",2008,25737.7813181404
"COD1507458",2009,26005.9263490702
"COD1507458",2010,26274.07138
"COD1507458",2011,26518.360756963
"COD1507458",2012,26762.6501339261
"COD1507458",2013,27006.9395108891
"COD1507458",2014,27251.2288878522
"COD1507458",2015,27495.5182648152
"COD1507458",2016,27711.1324685126
