FID,COD,X,Y
1733,COD1100130,-216633.0000000,2636510.0000000
1734,COD1100148,-241569.0000000,2359800.0000000
1735,COD1100155,-231832.0000000,2477260.0000000
1736,COD1100189,-87820.6015625,2332730.0000000
1737,COD1100205,-463834.0000000,2636710.0000000
1738,COD1100254,-199629.0000000,2414600.0000000
1739,COD1100262,-299778.0000000,2585410.0000000
1740,COD1100288,-187563.0000000,2350330.0000000
1741,COD1100296,-179725.0000000,2316890.0000000
1742,COD1100304,-26182.5996094,2310100.0000000
1743,COD1100320,-316206.0000000,2361690.0000000
1744,COD1100338,-494856.0000000,2497200.0000000
1745,COD1100346,-270276.0000000,2397060.0000000
1746,COD1100379,-197889.0000000,2252010.0000000
1747,COD1100403,-364684.0000000,2583620.0000000
1748,COD1100452,-422266.0000000,2536670.0000000
1749,COD1100502,-220646.0000000,2355780.0000000
1750,COD1100601,-319435.0000000,2507380.0000000
1751,COD1100700,-405885.0000000,2488070.0000000
1752,COD1100809,-359161.0000000,2669730.0000000
1753,COD1100908,-199428.0000000,2379980.0000000
1754,COD1100924,-94564.1015625,2259380.0000000
1755,COD1100940,-276522.0000000,2639340.0000000
1756,COD1101005,-339468.0000000,2459750.0000000
1757,COD1101104,-328238.0000000,2638470.0000000
1758,COD1101203,-166782.0000000,2415660.0000000
1759,COD1101302,-302946.0000000,2423150.0000000
1760,COD1101401,-360923.0000000,2520200.0000000
1761,COD1101435,-269733.0000000,2445040.0000000
1762,COD1101450,-149278.0000000,2290360.0000000
1763,COD1101468,-161954.0000000,2186070.0000000
1764,COD1101476,-139105.0000000,2334190.0000000
1765,COD1101484,-155129.0000000,2331050.0000000
1766,COD1101492,-329162.0000000,2275470.0000000
1767,COD1101500,-341900.0000000,2339280.0000000
1768,COD1101559,-242732.0000000,2439330.0000000
1769,COD1101609,-250848.0000000,2532350.0000000
1770,COD1101708,-257840.0000000,2420860.0000000
1771,COD1101757,-208184.0000000,2576980.0000000
1772,COD1101807,-223823.0000000,2503030.0000000
1773,COD1200013,-745118.0000000,2538440.0000000
1774,COD1200054,-1065960.0000000,2424470.0000000
1775,COD1200104,-981285.0000000,2433540.0000000
1776,COD1200138,-878138.0000000,2567980.0000000
1777,COD1200179,-836831.0000000,2472720.0000000
1778,COD1200203,-1384860.0000000,2718120.0000000
1779,COD1200252,-917630.0000000,2421190.0000000
1780,COD1200302,-1159150.0000000,2628210.0000000
1781,COD1200328,-1281700.0000000,2583190.0000000
1782,COD1200336,-1463680.0000000,2763890.0000000
1783,COD1200344,-1059870.0000000,2583470.0000000
1784,COD1200351,-1353260.0000000,2593930.0000000
1785,COD1200385,-785171.0000000,2500840.0000000
1786,COD1200393,-1377710.0000000,2660150.0000000
1787,COD1200401,-896462.0000000,2515750.0000000
1788,COD1200427,-1436920.0000000,2728080.0000000
1789,COD1200435,-1118060.0000000,2576250.0000000
1790,COD1200450,-795884.0000000,2528860.0000000
1791,COD1200500,-1006490.0000000,2542660.0000000
1792,COD1200609,-1240690.0000000,2699530.0000000
1793,COD1200708,-907562.0000000,2457370.0000000
1794,COD1200807,-827046.0000000,2568920.0000000
1795,COD1300029,-595300.0000000,3240920.0000000
1796,COD1300060,-927980.0000000,3256330.0000000
1797,COD1300086,-192348.0000000,3271490.0000000
1798,COD1300102,-233450.0000000,3194310.0000000
1799,COD1300144,61876.0000000,2800050.0000000
1800,COD1300201,-1294320.0000000,2978220.0000000
1801,COD1300300,53151.8984375,3241120.0000000
1802,COD1300409,-392054.0000000,3597760.0000000
1803,COD1300508,317450.0000000,3310470.0000000
1804,COD1300607,-1135220.0000000,3021700.0000000
1805,COD1300631,-200464.0000000,3149780.0000000
1806,COD1300680,261575.0000000,3310470.0000000
1807,COD1300706,-869713.0000000,2663310.0000000
1808,COD1300805,51591.6015625,3111950.0000000
1809,COD1300839,-210819.0000000,3317240.0000000
1810,COD1300904,-443496.0000000,2845700.0000000
1811,COD1301001,-812559.0000000,3074650.0000000
1812,COD1301100,-20409.0996094,3243060.0000000
1813,COD1301159,45051.5000000,3296190.0000000
1814,COD1301209,-458840.0000000,3163260.0000000
1815,COD1301308,-333567.0000000,3292470.0000000
1816,COD1301407,-1117020.0000000,2845060.0000000
1817,COD1301506,-1095200.0000000,2784780.0000000
1818,COD1301605,-716396.0000000,3368070.0000000
1819,COD1301654,-1401720.0000000,2800080.0000000
1820,COD1301704,-271342.0000000,2842640.0000000
1821,COD1301803,-1246110.0000000,2818110.0000000
1822,COD1301852,-53843.3984375,3317030.0000000
1823,COD1301902,137443.0000000,3307910.0000000
1824,COD1301951,-889196.0000000,2896700.0000000
1825,COD1302009,156330.0000000,3381750.0000000
1826,COD1302108,-942280.0000000,3443290.0000000
1827,COD1302207,-705944.0000000,3255300.0000000
1828,COD1302306,-932702.0000000,3112690.0000000
1829,COD1302405,-629696.0000000,2718950.0000000
1830,COD1302504,-107480.0000000,3295280.0000000
1831,COD1302553,-77859.3984375,3241950.0000000
1832,COD1302603,-29224.6992188,3368390.0000000
1833,COD1302702,-158770.0000000,2944670.0000000
1834,COD1302801,-568340.0000000,3380550.0000000
1835,COD1302900,215396.0000000,3107680.0000000
1836,COD1303007,265315.0000000,3469080.0000000
1837,COD1303106,156337.0000000,3218270.0000000
1838,COD1303205,-192268.0000000,3430010.0000000
1839,COD1303304,-51810.8007812,2904730.0000000
1840,COD1303403,354118.0000000,3357960.0000000
1841,COD1303502,-891939.0000000,2776120.0000000
1842,COD1303536,1162.7800293,3504860.0000000
1843,COD1303569,40787.8007812,3378880.0000000
1844,COD1303601,-630511.0000000,3606840.0000000
1845,COD1303700,-1020170.0000000,3291050.0000000
1846,COD1303809,-917391.0000000,3668440.0000000
1847,COD1303908,-1050530.0000000,3129680.0000000
1848,COD1303957,146418.0000000,3442310.0000000
1849,COD1304005,164588.0000000,3346390.0000000
1850,COD1304062,-1079350.0000000,3180210.0000000
1851,COD1304104,-545073.0000000,2976520.0000000
1852,COD1304203,-615058.0000000,3154630.0000000
1853,COD1304237,-880544.0000000,3338440.0000000
1854,COD1304260,-607018.0000000,3298540.0000000
1855,COD1304302,110238.0000000,3555920.0000000
1856,COD1304401,250767.0000000,3346080.0000000
1857,COD1400027,-285367.0000000,4046740.0000000
1858,COD1400050,-319866.0000000,3976740.0000000
1859,COD1400100,-83716.1015625,3984600.0000000
1860,COD1400159,-11678.5996094,3949910.0000000
1861,COD1400175,-62909.1992188,3895410.0000000
1862,COD1400209,-169259.0000000,3757900.0000000
1863,COD1400233,76243.7968750,3750810.0000000
1864,COD1400282,-278668.0000000,3883480.0000000
1865,COD1400308,-232101.0000000,3919100.0000000
1866,COD1400407,-7615.2001953,4064740.0000000
1867,COD1400456,-98524.1015625,4094760.0000000
1868,COD1400472,-115688.0000000,3656510.0000000
1869,COD1400506,17861.0000000,3721160.0000000
1870,COD1400605,-17429.1992188,3747790.0000000
1871,COD1400704,-32857.1992188,4148950.0000000
1872,COD1500107,1258090.0000000,3419790.0000000
1873,COD1500131,1282860.0000000,3063230.0000000
1874,COD1500206,1308840.0000000,3382690.0000000
1875,COD1500305,1059550.0000000,3592210.0000000
1876,COD1500347,1048170.0000000,2877480.0000000
1877,COD1500404,565728.0000000,3578320.0000000
1878,COD1500503,699725.0000000,3668770.0000000
1879,COD1500602,671532.0000000,2928680.0000000
1880,COD1500701,1142720.0000000,3525920.0000000
1881,COD1500800,1317810.0000000,3458420.0000000
1882,COD1500859,970453.0000000,3190200.0000000
1883,COD1500909,1532320.0000000,3465510.0000000
1884,COD1500958,1384310.0000000,3355370.0000000
1885,COD1501006,445667.0000000,3248470.0000000
1886,COD1501105,1106780.0000000,3360110.0000000
1887,COD1501204,1155540.0000000,3274030.0000000
1888,COD1501253,1020920.0000000,2799340.0000000
1889,COD1501303,1288080.0000000,3442780.0000000
1890,COD1501402,1309930.0000000,3469160.0000000
1891,COD1501451,561823.0000000,3297340.0000000
1892,COD1501501,1329980.0000000,3456870.0000000
1893,COD1501576,1244570.0000000,3055360.0000000
1894,COD1501600,1439700.0000000,3442810.0000000
1895,COD1501709,1502470.0000000,3458540.0000000
1896,COD1501725,820019.0000000,3275740.0000000
1897,COD1501758,1275480.0000000,2977330.0000000
1898,COD1501782,1187590.0000000,3205450.0000000
1899,COD1501808,1064940.0000000,3499060.0000000
1900,COD1501907,1348500.0000000,3423500.0000000
1901,COD1501956,1531010.0000000,3369320.0000000
1902,COD1502004,1265580.0000000,3512750.0000000
1903,COD1502103,1182920.0000000,3368140.0000000
1904,COD1502152,1088400.0000000,2913850.0000000
1905,COD1502202,1462820.0000000,3467520.0000000
1906,COD1502301,1441520.0000000,3371260.0000000
1907,COD1502400,1375710.0000000,3460990.0000000
1908,COD1502509,1162460.0000000,3610400.0000000
1909,COD1502707,1137610.0000000,2713480.0000000
1910,COD1502756,1359380.0000000,3395530.0000000
1911,COD1502764,950805.0000000,2694350.0000000
1912,COD1502772,1140430.0000000,2932160.0000000
1913,COD1502806,1134290.0000000,3444410.0000000
1914,COD1502855,553017.0000000,3444530.0000000
1915,COD1502905,1381750.0000000,3517560.0000000
1916,COD1502939,1347840.0000000,3143410.0000000
1917,COD1502954,1183310.0000000,2946920.0000000
1918,COD1503002,249219.0000000,3525910.0000000
1919,COD1503044,1135650.0000000,2784880.0000000
1920,COD1503077,1458070.0000000,3356090.0000000
1921,COD1503093,1226040.0000000,3170300.0000000
1922,COD1503101,959761.0000000,3502160.0000000
1923,COD1503200,1412030.0000000,3471460.0000000
1924,COD1503309,1227520.0000000,3385770.0000000
1925,COD1503408,1368850.0000000,3440210.0000000
1926,COD1503457,1357420.0000000,3294560.0000000
1927,COD1503507,1424830.0000000,3397850.0000000
1928,COD1503606,386215.0000000,3006350.0000000
1929,COD1503705,1121800.0000000,3057290.0000000
1930,COD1503754,293995.0000000,2832820.0000000
1931,COD1503804,1201990.0000000,3108950.0000000
1932,COD1503903,425630.0000000,3363420.0000000
1933,COD1504000,1190870.0000000,3410010.0000000
1934,COD1504059,1410490.0000000,3379460.0000000
1935,COD1504109,1407140.0000000,3508230.0000000
1936,COD1504208,1101790.0000000,3001310.0000000
1937,COD1504307,1422780.0000000,3506900.0000000
1938,COD1504406,1398430.0000000,3505940.0000000
1939,COD1504422,1324490.0000000,3451010.0000000
1940,COD1504455,763541.0000000,3292850.0000000
1941,COD1504505,1007890.0000000,3449650.0000000
1942,COD1504604,1185790.0000000,3332570.0000000
1943,COD1504703,1229100.0000000,3317690.0000000
1944,COD1504752,609133.0000000,3308940.0000000
1945,COD1504802,642068.0000000,3524980.0000000
1946,COD1504901,1212800.0000000,3463800.0000000
1947,COD1504950,1475770.0000000,3330000.0000000
1948,COD1504976,1193480.0000000,3067200.0000000
1949,COD1505007,1431620.0000000,3468590.0000000
1950,COD1505031,476646.0000000,2759470.0000000
1951,COD1505064,1081710.0000000,3127640.0000000
1952,COD1505106,494647.0000000,3627200.0000000
1953,COD1505205,1138940.0000000,3368300.0000000
1954,COD1505304,326809.0000000,3676730.0000000
1955,COD1505403,1457150.0000000,3429520.0000000
1956,COD1505437,934094.0000000,2800620.0000000
1957,COD1505486,1047290.0000000,3220110.0000000
1958,COD1505494,1280630.0000000,2955580.0000000
1959,COD1505502,1389590.0000000,3248230.0000000
1960,COD1505536,1046030.0000000,2946930.0000000
1961,COD1505551,1074680.0000000,2767800.0000000
1962,COD1505601,1445470.0000000,3470230.0000000
1963,COD1505635,1205150.0000000,2892740.0000000
1964,COD1505650,614230.0000000,3218800.0000000
1965,COD1505700,1240910.0000000,3487640.0000000
1966,COD1505809,1018350.0000000,3344530.0000000
1967,COD1505908,841366.0000000,3395810.0000000
1968,COD1506005,716160.0000000,3408520.0000000
1969,COD1506104,1463020.0000000,3488070.0000000
1970,COD1506112,1477030.0000000,3496910.0000000
1971,COD1506138,1064170.0000000,2731140.0000000
1972,COD1506161,1102490.0000000,2810400.0000000
1973,COD1506187,1282630.0000000,3111980.0000000
1974,COD1506195,533750.0000000,3182860.0000000
1975,COD1506302,1294260.0000000,3518520.0000000
1976,COD1506351,1334040.0000000,3472340.0000000
1977,COD1506401,1218180.0000000,3547160.0000000
1978,COD1506500,1346320.0000000,3452810.0000000
1979,COD1506559,1479630.0000000,3410070.0000000
1980,COD1506583,1047510.0000000,2668630.0000000
1981,COD1506609,1415000.0000000,3446270.0000000
1982,COD1506708,1010360.0000000,2588550.0000000
1983,COD1506807,536089.0000000,3354060.0000000
1984,COD1506906,1440520.0000000,3494240.0000000
1985,COD1507003,1342570.0000000,3482650.0000000
1986,COD1507102,1362320.0000000,3505860.0000000
1987,COD1507151,1243240.0000000,2988440.0000000
1988,COD1507201,1382290.0000000,3393600.0000000
1989,COD1507300,846297.0000000,2837450.0000000
1990,COD1507409,1391000.0000000,3466550.0000000
1991,COD1507458,1236910.0000000,2929680.0000000
1992,COD1507466,1369230.0000000,3504720.0000000
1993,COD1507474,1454760.0000000,3507080.0000000
1994,COD1507508,1248700.0000000,3011400.0000000
1995,COD1507607,1403350.0000000,3427950.0000000
1996,COD1507706,1170190.0000000,3458240.0000000
1997,COD1507755,1141770.0000000,2863950.0000000
1998,COD1507805,916806.0000000,3174190.0000000
1999,COD1507904,1289370.0000000,3556620.0000000
2000,COD1507953,1265090.0000000,3290570.0000000
2001,COD1507961,1381270.0000000,3489420.0000000
2002,COD1507979,400585.0000000,3437260.0000000
2003,COD1508001,1319980.0000000,3316160.0000000
2004,COD1508035,1484030.0000000,3476670.0000000
2005,COD1508050,442838.0000000,3087280.0000000
2006,COD1508084,942734.0000000,2878560.0000000
2007,COD1508100,1136500.0000000,3195450.0000000
2008,COD1508126,1396250.0000000,3181050.0000000
2009,COD1508159,692987.0000000,3249410.0000000
2010,COD1508209,1352750.0000000,3499190.0000000
2011,COD1508308,1534450.0000000,3419760.0000000
2012,COD1508357,900566.0000000,3288880.0000000
2013,COD1508407,1134040.0000000,2855620.0000000
2014,COD1600055,893971.0000000,3806740.0000000
2015,COD1600105,1088050.0000000,3805820.0000000
2016,COD1600154,862286.0000000,3755590.0000000
2017,COD1600204,998194.0000000,3883070.0000000
2018,COD1600212,1095560.0000000,3729500.0000000
2019,COD1600238,988030.0000000,3727510.0000000
2020,COD1600253,1074640.0000000,3677540.0000000
2021,COD1600279,770572.0000000,3753460.0000000
2022,COD1600303,1068970.0000000,3680410.0000000
2023,COD1600402,920784.0000000,3621250.0000000
2024,COD1600501,945047.0000000,3958650.0000000
2025,COD1600535,956819.0000000,3689470.0000000
2026,COD1600550,1008140.0000000,3797760.0000000
2027,COD1600600,987492.0000000,3638810.0000000
2028,COD1600709,1039050.0000000,3760960.0000000
2029,COD1600808,903004.0000000,3521850.0000000
2030,COD1701309,1243300.0000000,2844690.0000000
2031,COD1702109,1244930.0000000,2801300.0000000
2032,COD1702158,1256380.0000000,2861000.0000000
2033,COD1702208,1312050.0000000,2982240.0000000
2034,COD1702307,1196870.0000000,2760890.0000000
2035,COD1702554,1332990.0000000,2999280.0000000
2036,COD1703057,1230590.0000000,2738220.0000000
2037,COD1703206,1198080.0000000,2731570.0000000
2038,COD1703800,1311450.0000000,3018790.0000000
2039,COD1703891,1325390.0000000,3017750.0000000
2040,COD1707405,1266970.0000000,3023490.0000000
2041,COD1713957,1225990.0000000,2839510.0000000
2042,COD1716307,1199570.0000000,2780720.0000000
2043,COD1718303,1349310.0000000,3000530.0000000
2044,COD1718808,1335510.0000000,3017780.0000000
2045,COD1718865,1204690.0000000,2831020.0000000
2046,COD1720309,1290710.0000000,3031140.0000000
2047,COD1722107,1266500.0000000,2887690.0000000
2048,COD2100055,1405210.0000000,3072390.0000000
2049,COD2100204,1740920.0000000,3306410.0000000
2050,COD2100550,1589950.0000000,3398380.0000000
2051,COD2100873,1593720.0000000,3244060.0000000
2052,COD2101301,1678440.0000000,3388800.0000000
2053,COD2101350,1719960.0000000,3273410.0000000
2054,COD2101905,1712770.0000000,3303610.0000000
2055,COD2101970,1563020.0000000,3391160.0000000
2056,COD2102002,1515150.0000000,3160750.0000000
2057,COD2102408,1728820.0000000,3253300.0000000
2058,COD2102507,1672460.0000000,3202170.0000000
2059,COD2102606,1621150.0000000,3401540.0000000
2060,COD2102903,1584010.0000000,3434120.0000000
2061,COD2103109,1739320.0000000,3350570.0000000
2062,COD2103125,1706580.0000000,3323530.0000000
2063,COD2103158,1563360.0000000,3318250.0000000
2064,COD2103174,1510410.0000000,3252560.0000000
2065,COD2103257,1347740.0000000,3047050.0000000
2066,COD2103703,1717100.0000000,3386080.0000000
2067,COD2104305,1613970.0000000,3429140.0000000
2068,COD2104651,1574760.0000000,3208410.0000000
2069,COD2104677,1600650.0000000,3354940.0000000
2070,COD2104909,1729750.0000000,3333080.0000000
2071,COD2105427,1417970.0000000,3128290.0000000
2072,COD2105658,1568350.0000000,3373600.0000000
2073,COD2106201,1599410.0000000,3428670.0000000
2074,COD2106326,1581650.0000000,3365180.0000000
2075,COD2106375,1582630.0000000,3318240.0000000
2076,COD2106508,1681590.0000000,3236400.0000000
2077,COD2106805,1710360.0000000,3344610.0000000
2078,COD2106904,1641470.0000000,3194180.0000000
2079,COD2107357,1576810.0000000,3265750.0000000
2080,COD2107456,1681850.0000000,3246920.0000000
2081,COD2107605,1683280.0000000,3277930.0000000
2082,COD2108256,1634520.0000000,3250070.0000000
2083,COD2108306,1646600.0000000,3220020.0000000
2084,COD2108405,1698890.0000000,3289700.0000000
2085,COD2108603,1673770.0000000,3300130.0000000
2086,COD2109239,1603070.0000000,3326580.0000000
2087,COD2109270,1646510.0000000,3293090.0000000
2088,COD2109809,1647230.0000000,3311380.0000000
2089,COD2110039,1600930.0000000,3302570.0000000
2090,COD2110500,1684840.0000000,3266120.0000000
2091,COD2110856,1399410.0000000,3031560.0000000
2092,COD2111003,1708820.0000000,3240870.0000000
2093,COD2111029,1523300.0000000,3203030.0000000
2094,COD2111532,1287520.0000000,3043320.0000000
2095,COD2111706,1690440.0000000,3256870.0000000
2096,COD2111789,1692780.0000000,3366630.0000000
2097,COD2112407,1643700.0000000,3383220.0000000
2098,COD2112456,1642470.0000000,3340320.0000000
2099,COD2112803,1680590.0000000,3227160.0000000
2100,COD2112852,1319890.0000000,3047310.0000000
2101,COD2114007,1577860.0000000,3225640.0000000
2102,COD5100201,781253.0000000,2075460.0000000
2103,COD5100250,389301.0000000,2537080.0000000
2104,COD5100359,872826.0000000,2318640.0000000
2105,COD5100805,234988.0000000,2686440.0000000
2106,COD5101407,15369.9003906,2527670.0000000
2107,COD5101852,871410.0000000,2272350.0000000
2108,COD5101902,210847.0000000,2271350.0000000
2109,COD5102603,715341.0000000,2033110.0000000
2110,COD5102637,216108.0000000,2126540.0000000
2111,COD5102686,84406.5000000,2140260.0000000
2112,COD5102694,868800.0000000,2388360.0000000
2113,COD5102702,795491.0000000,2149060.0000000
2114,COD5102793,446265.0000000,2529890.0000000
2115,COD5102850,148846.0000000,2440780.0000000
2116,COD5103056,525476.0000000,2375200.0000000
2117,COD5103205,483612.0000000,2469370.0000000
2118,COD5103254,-32707.4003906,2627750.0000000
2119,COD5103304,26238.4003906,2184650.0000000
2120,COD5103353,887028.0000000,2477980.0000000
2121,COD5103361,69313.0000000,2019230.0000000
2122,COD5103379,142500.0000000,2599680.0000000
2123,COD5103502,332667.0000000,2077710.0000000
2124,COD5103700,615114.0000000,2316730.0000000
2125,COD5103858,686654.0000000,2192440.0000000
2126,COD5104104,577467.0000000,2563100.0000000
2127,COD5104526,416589.0000000,2313610.0000000
2128,COD5104542,342694.0000000,2301280.0000000
2129,COD5104559,469145.0000000,2415260.0000000
2130,COD5105002,117120.0000000,1941860.0000000
2131,COD5105101,253567.0000000,2430030.0000000
2132,COD5105150,71655.0000000,2374050.0000000
2133,COD5105176,147069.0000000,2502410.0000000
2134,COD5105259,402110.0000000,2197450.0000000
2135,COD5105507,1027.6099854,1955660.0000000
2136,COD5105580,633453.0000000,2435160.0000000
2137,COD5105606,604868.0000000,2535180.0000000
2138,COD5105903,435055.0000000,2042820.0000000
2139,COD5106000,340646.0000000,2048670.0000000
2140,COD5106158,206473.0000000,2572940.0000000
2141,COD5106182,23795.8007812,2057820.0000000
2142,COD5106190,542462.0000000,2434810.0000000
2143,COD5106208,511952.0000000,1993980.0000000
2144,COD5106216,422290.0000000,2463220.0000000
2145,COD5106224,406801.0000000,2129450.0000000
2146,COD5106240,549659.0000000,2194820.0000000
2147,COD5106265,493551.0000000,2568590.0000000
2148,COD5106273,286309.0000000,2388590.0000000
2149,COD5106299,356647.0000000,2590100.0000000
2150,COD5106307,616410.0000000,2117580.0000000
2151,COD5106315,960490.0000000,2256330.0000000
2152,COD5106422,685927.0000000,2516560.0000000
2153,COD5106455,552484.0000000,2014940.0000000
2154,COD5106752,55992.5000000,1917800.0000000
2155,COD5106778,882799.0000000,2430270.0000000
2156,COD5106802,344638.0000000,2347420.0000000
2157,COD5107040,597339.0000000,1954480.0000000
2158,COD5107065,765806.0000000,2284500.0000000
2159,COD5107180,885295.0000000,2196450.0000000
2160,COD5107248,539323.0000000,2319310.0000000
2161,COD5107305,333677.0000000,2140190.0000000
2162,COD5107354,787380.0000000,2449970.0000000
2163,COD5107578,-107877.0000000,2495270.0000000
2164,COD5107743,798953.0000000,2521080.0000000
2165,COD5107768,490828.0000000,2103770.0000000
2166,COD5107776,984296.0000000,2480460.0000000
2167,COD5107792,656860.0000000,1985260.0000000
2168,COD5107859,851648.0000000,2360280.0000000
2169,COD5107875,141201.0000000,2188570.0000000
2170,COD5107883,912458.0000000,2292310.0000000
2171,COD5107909,476448.0000000,2346830.0000000
2172,COD5107925,454334.0000000,2229860.0000000
2173,COD5107941,372402.0000000,2406080.0000000
2174,COD5107958,177440.0000000,2041770.0000000
2175,COD5108006,365134.0000000,2251980.0000000
2176,COD5108055,535751.0000000,2481150.0000000
2177,COD5108303,602708.0000000,2363430.0000000
2178,COD5108352,107343.0000000,1980930.0000000
2179,COD5108501,490395.0000000,2265250.0000000
2180,COD5108600,920911.0000000,2524060.0000000
2181,COD5108808,498705.0000000,2507140.0000000
2182,COD5108857,285182.0000000,2056330.0000000
2183,COD5108907,292202.0000000,2228880.0000000
2184,COD5108956,295374.0000000,2548750.0000000
2185,BO051302,-607902.0000000,1613030.0000000
2186,BO020104,-829708.0000000,1763440.0000000
2187,BO030201,-514825.0000000,1584740.0000000
2188,BO031303,-570253.0000000,1646570.0000000
2189,BO010404,-437493.0000000,1458390.0000000
2190,BO022002,-760591.0000000,1889080.0000000
2191,BO030402,-598961.0000000,1637310.0000000
2192,BO020701,-853278.0000000,1993410.0000000
2193,BO051301,-619649.0000000,1624710.0000000
2194,BO030501,-580818.0000000,1667090.0000000
2195,BO030403,-615294.0000000,1669740.0000000
2196,BO030601,-649654.0000000,1637320.0000000
2197,BO071501,-354064.0000000,1933820.0000000
2198,BO020503,-896386.0000000,1901180.0000000
2199,BO020502,-898345.0000000,1914690.0000000
2200,BO030301,-692514.0000000,1714470.0000000
2201,BO010201,-440843.0000000,1371160.0000000
2202,BO080802,-300235.0000000,2132320.0000000
2203,BO090104,-844265.0000000,2420310.0000000
2204,BO031501,-671720.0000000,1614350.0000000
2205,BO090103,-980352.0000000,2385520.0000000
2206,BO070401,-380675.0000000,1661190.0000000
2207,BO070703,-329322.0000000,1573570.0000000
2208,BO020905,-772684.0000000,1745160.0000000
2209,BO021003,-740270.0000000,1770840.0000000
2210,BO070706,-347254.0000000,1390650.0000000
2211,BO030701,-630651.0000000,1643700.0000000
2212,BO022001,-769329.0000000,1861030.0000000
2213,BO050702,-665713.0000000,1595510.0000000
2214,BO040201,-658083.0000000,1513350.0000000
2215,BO070702,-160293.0000000,1503250.0000000
2216,BO021601,-906295.0000000,1939990.0000000
2217,BO050202,-640112.0000000,1569430.0000000
2218,BO031204,-501991.0000000,1789580.0000000
2219,BO021101,-771310.0000000,1798050.0000000
2220,BO020501,-912444.0000000,1882350.0000000
2221,BO050204,-639308.0000000,1544160.0000000
2222,BO030801,-602169.0000000,1667520.0000000
2223,BO090101,-943355.0000000,2398080.0000000
2224,BO030303,-670067.0000000,1791250.0000000
2225,BO030101,-626428.0000000,1684720.0000000
2226,BO030905,-633078.0000000,1688460.0000000
2227,BO031002,-602116.0000000,1707910.0000000
2228,BO070603,-334083.0000000,1680150.0000000
2229,BO050401,-604298.0000000,1525180.0000000
2230,BO021004,-710232.0000000,1681520.0000000
2231,BO071301,-448832.0000000,1647240.0000000
2232,BO020605,-899420.0000000,1857390.0000000
2233,BO071101,-218013.0000000,1941690.0000000
2234,BO021402,-775375.0000000,1818660.0000000
2235,BO021401,-796671.0000000,1822970.0000000
2236,BO070102,-294641.0000000,1656480.0000000
2237,BO071106,-228085.0000000,1717490.0000000
2238,BO070704,-351580.0000000,1356170.0000000
2239,BO021602,-926839.0000000,1951630.0000000
2240,BO071503,-357369.0000000,1840920.0000000
2241,BO070105,-350656.0000000,1621230.0000000
2242,BO010405,-426776.0000000,1428560.0000000
2243,BO031206,-462130.0000000,1703610.0000000
2244,BO080402,-607571.0000000,2217590.0000000
2245,BO071004,-327569.0000000,1756070.0000000
2246,BO090203,-902984.0000000,2323300.0000000
2247,BO071002,-323213.0000000,1723820.0000000
2248,BO020602,-826884.0000000,1870630.0000000
2249,BO080202,-577183.0000000,2389300.0000000
2250,BO070705,-350372.0000000,1464890.0000000
2251,BO080803,-423756.0000000,2106750.0000000
2252,BO010502,-397512.0000000,1324280.0000000
2253,BO040701,-682622.0000000,1585200.0000000
2254,BO021005,-731752.0000000,1707890.0000000
2255,BO090402,-720502.0000000,2474890.0000000
2256,BO021001,-712514.0000000,1766890.0000000
2257,BO021102,-767790.0000000,1784120.0000000
2258,BO021501,-840494.0000000,2174190.0000000
2259,BO021105,-733807.0000000,1832360.0000000
2260,BO070104,-326891.0000000,1621190.0000000
2261,BO070701,-363637.0000000,1420890.0000000
2262,BO050203,-662658.0000000,1574390.0000000
2263,BO080601,-506640.0000000,1903750.0000000
2264,BO020901,-777141.0000000,1716210.0000000
2265,BO080801,-386943.0000000,2202650.0000000
2266,BO070903,-405241.0000000,1627330.0000000
2267,BO020904,-756456.0000000,1726790.0000000
2268,BO020607,-851276.0000000,1910410.0000000
2269,BO020103,-814400.0000000,1757740.0000000
2270,BO071003,-333350.0000000,1736950.0000000
2271,BO031301,-547787.0000000,1614620.0000000
2272,BO020402,-930917.0000000,1897790.0000000
2273,BO010303,-466849.0000000,1533250.0000000
2274,BO010501,-405771.0000000,1391550.0000000
2275,BO071001,-330300.0000000,1704610.0000000
2276,BO030302,-668342.0000000,1708700.0000000
2277,BO070803,-438204.0000000,1587450.0000000
2278,BO020101,-817004.0000000,1821330.0000000
2279,BO090501,-593025.0000000,2524640.0000000
2280,BO050404,-579339.0000000,1516660.0000000
2281,BO070202,-291260.0000000,1706580.0000000
2282,BO030203,-494544.0000000,1614740.0000000
2283,BO010401,-416376.0000000,1465660.0000000
2284,BO070502,-194649.0000000,1657760.0000000
2285,BO020102,-799163.0000000,1764570.0000000
2286,BO021104,-745409.0000000,1911490.0000000
2287,BO070902,-419865.0000000,1619890.0000000
2288,BO030202,-463872.0000000,1578370.0000000
2289,BO020702,-941038.0000000,1972030.0000000
2290,BO050403,-619391.0000000,1544170.0000000
2291,BO031203,-544492.0000000,1658110.0000000
2292,BO031202,-493284.0000000,1669260.0000000
2293,BO010103,-541975.0000000,1549170.0000000
2294,BO070103,-340905.0000000,1656050.0000000
2295,BO070601,-350430.0000000,1701400.0000000
2296,BO090102,-933945.0000000,2380530.0000000
2297,BO070804,-378749.0000000,1553710.0000000
2298,BO010302,-491947.0000000,1535320.0000000
2299,BO070805,-421362.0000000,1536640.0000000
2300,BO090301,-672293.0000000,2401700.0000000
2301,BO020403,-925536.0000000,1867860.0000000
