"COD","tot_IT","NOTackn_IT","acknlgd_IT"
"PE081004",76.9349,0.0229,76.912
"PE081005",67.4986,11.6781,55.8205
"PE081006",76.9887,0,76.9887
"PE081007",84.0009,8.2032,75.7977
"PE081008",83.0614,0,83.0614
"PE081009",82.4818,0,82.4818
"PE081101",41.0258,5.6222,35.4036
"PE081102",74.8266,9.5031,65.3235
"PE081103",20.0166,10.031,9.9856
"PE081104",85.5718,18.7728,66.799
"PE081105",70.8483,4.778,66.0703
"PE081106",20.7677,0.0231,20.7446
"PE081201",84.2726,1.3255,82.9471
"PE081202",44.03,0,44.03
"PE081203",35.8465,0,35.8465
"PE081204",45.2661,0,45.2661
"PE081205",86.2036,16.6103,69.5933
"PE081206",83.0732,0,83.0732
"PE081207",51.4628,5.9281,45.5347
"PE081208",34.0063,21.3594,12.6469
"PE081209",85.7507,0.1389,85.6118
"PE081210",93.2996,0.0118,93.2878
"PE081211",18.9085,0,18.9085
"PE081212",88.2216,5.455,82.7666
"PE081301",37.4659,1.2832,36.1827
"PE081302",77.9801,0,77.9801
"PE081303",63.255,13.6441,49.6109
"PE081304",0.0255,0.0255,0
"PE081305",69.963,22.4022,47.5608
"PE081306",30.6706,14.3103,16.3603
"PE081307",70.5977,1.7757,68.822
"PE090101",63.8651,0,63.8651
"PE090102",82.1984,0.0619,82.1365
"PE090103",82.3081,0,82.3081
"PE090104",92.5308,0,92.5308
"PE090105",50.4345,0,50.4345
"PE090106",82.9602,0,82.9602
"PE090107",86.6305,0,86.6305
"PE090108",45.6603,0,45.6603
"PE090109",98.6033,0,98.6033
"PE090110",96.2454,0,96.2454
"PE090111",89.3413,0,89.3413
"PE090112",10.1149,0,10.1149
"PE090113",98.6004,0,98.6004
"PE090114",98.4818,1.5455,96.9363
"PE090115",48.3515,0,48.3515
"PE090116",88.5248,0,88.5248
"PE090117",96.5488,0,96.5488
"PE090118",76.2598,0,76.2598
"PE090119",90.8177,0,90.8177
"PE090201",52.6979,0,52.6979
"PE090202",34.3583,0,34.3583
"PE090203",40.6818,0,40.6818
"PE090204",36.7229,0,36.7229
"PE090205",0.1669,0,0.1669
"PE090206",69.9962,0,69.9962
"PE090207",73.4628,0,73.4628
"PE090208",22.9393,0,22.9393
"PE090301",55.3593,0,55.3593
"PE090302",36.5585,0,36.5585
"PE090303",0.2681,0,0.2681
"PE090304",31.1599,0,31.1599
"PE090305",9.3029,0,9.3029
"PE090306",8.0235,0,8.0235
"PE090307",0.1803,0,0.1803
"PE090308",0,0,0
"PE090309",0,0,0
"PE090310",0.157,0,0.157
"PE090311",9.9903,0,9.9903
"PE090312",24.8907,0,24.8907
"PE090405",99.7335,0,99.7335
"PE090411",98.2257,0,98.2257
"PE090501",28.1448,0,28.1448
"PE090502",4.207,2.0622,2.1448
"PE090503",20.0972,0,20.0972
"PE090504",38.9718,0,38.9718
"PE090505",96.2796,0,96.2796
"PE090506",40.4105,0,40.4105
"PE090507",45.9,0,45.9
"PE090508",20.8667,0,20.8667
"PE090509",27.7027,0,27.7027
"PE090510",22.105,0,22.105
"PE090511",0.0716,0,0.0716
"PE090607",59.9529,0,59.9529
"PE090701",1.6793,0,1.6793
"PE090702",42.8091,0,42.8091
"PE090703",16.6588,0,16.6588
"PE090704",9.6301,0,9.6301
"PE090705",34.9256,0,34.9256
"PE090706",0.0258,0,0.0258
"PE090707",56.8304,0,56.8304
"PE090709",46.0541,7.6217,38.4324
"PE090710",11.3416,2.2109,9.1307
"PE090711",20.5565,1.945,18.6115
"PE090713",91.9839,0,91.9839
"PE090714",8.1658,1.3014,6.8644
"PE090715",0.0985,0.0797,0.0188
"PE090716",41.5128,0,41.5128
"PE090717",37.8704,11.3462,26.5242
"PE090718",87.6872,0.0024,87.6848
"PE090719",0.7324,0,0.7324
"PE090720",11.3046,0,11.3046
"PE090721",67.7839,0,67.7839
"PE090722",0.3829,0,0.3829
"PE090723",0.1856,0,0.1856
"PE100101",30.3291,3.129,27.2001
"PE100102",59.0182,0,59.0182
"PE100103",13.6818,0.5336,13.1482
"PE100104",67.2053,0.0018,67.2035
"PE100105",90.8956,0,90.8956
"PE100106",99.7139,3.0186,96.6953
"PE100107",83.0797,0.197,82.8827
"PE100108",98.3076,2.7705,95.5371
"PE100109",86.375,1.7221,84.6529
"PE100110",61.3102,12.6887,48.6215
"PE100111",50.2774,0,50.2774
"PE100112",80.7388,0,80.7388
"PE100113",98.0052,0,98.0052
"PE100201",55.1412,0,55.1412
"PE100202",97.8772,0,97.8772
"PE100203",97.3357,0,97.3357
"PE100204",28.6932,0,28.6932
"PE100205",92.8228,0,92.8228
"PE100206",87.2291,0,87.2291
"PE100207",72.5006,0,72.5006
"PE100301",79.5945,0,79.5945
"PE100307",99.7759,32.9217,66.8542
"PE100311",94.64,0.0512,94.5888
"PE100313",95.9481,0.003,95.9451
"PE100316",75.4776,0,75.4776
"PE100317",89.8234,0,89.8234
"PE100321",99.9477,0,99.9477
"PE100322",99.2112,0,99.2112
"PE100323",96.2328,0.0161,96.2167
"PE100401",0.1175,0,0.1175
"PE100402",47.7484,0,47.7484
"PE100403",1.7324,0,1.7324
"PE100404",0.2885,0,0.2885
"PE100501",38.7759,0,38.7759
"PE100502",0.6035,0,0.6035
"PE100503",99.3368,0,99.3368
"PE100504",99.8094,0,99.8094
"PE100505",98.9846,0,98.9846
"PE100506",19.9975,0,19.9975
"PE100507",8.3682,0,8.3682
"PE100508",99.9827,0,99.9827
"PE100509",99.1198,0,99.1198
"PE100510",13.2932,0,13.2932
"PE100511",57.0479,0,57.0479
"PE100601",0,0,0
"PE100602",4.5169,4.5169,0
"PE100603",0,0,0
"PE100604",0,0,0
"PE100605",0,0,0
"PE100606",0.2524,0,0.2524
"PE100607",0,0,0
"PE100608",0,0,0
"PE100609",0,0,0
"PE100610",0,0,0
"PE100701",27.6798,2.4274,25.2524
"PE100702",18.0119,0.875,17.1369
"PE100703",66.2989,0,66.2989
"PE100704",0,0,0
"PE100705",0.0193,0,0.0193
"PE100801",4.3503,0,4.3503
"PE100802",22.0066,0,22.0066
"PE100803",1.8407,0,1.8407
"PE100804",11.516,0,11.516
"PE100901",22.4385,3.337,19.1015
"PE100902",30.6983,22.1009,8.5974
"PE100903",1.7772,1.2211,0.5561
"PE100904",21.6741,0,21.6741
"PE100905",16.4044,0,16.4044
"PE101001",13.47,5.369,8.101
"PE101002",1.0546,0.0833,0.9713
"PE101003",79.4238,0.8284,78.5954
"PE101004",89.2216,0,89.2216
"PE101005",45.4823,0,45.4823
"PE101006",99.5202,0,99.5202
"PE101007",78.7738,0.6007,78.1731
"PE101101",92.63,0,92.63
"PE101102",92.1084,0,92.1084
"PE101103",96.3692,0,96.3692
"PE101104",97.4798,0,97.4798
"PE101105",99.6223,0,99.6223
"PE101106",30.1517,0,30.1517
"PE101107",50.5242,0,50.5242
"PE101108",99.471,0,99.471
"PE120101",9.1169,0.6059,8.511
"PE120104",0.1531,0,0.1531
"PE120105",24.6566,0,24.6566
"PE120106",32.3274,0,32.3274
"PE120107",69.3304,0,69.3304
"PE120108",30.5714,8.3121,22.2593
"PE120111",3.8438,0,3.8438
"PE120112",33.3484,0,33.3484
"PE120113",48.8761,0,48.8761
"PE120114",2.4084,0.2355,2.1729
"PE120116",9.1366,0,9.1366
"PE120117",81.9298,0,81.9298
"PE120119",34.3091,0,34.3091
"PE120120",92.0818,0,92.0818
"PE120121",88.1564,0,88.1564
"PE120122",3.3547,0,3.3547
"PE120124",8.711,0,8.711
"PE120125",93.413,0,93.413
"PE120126",54.2339,0,54.2339
"PE120127",55.2135,0,55.2135
"PE120128",10.4361,0,10.4361
"PE120129",70.1884,0,70.1884
"PE120130",96.2712,0,96.2712
"PE120132",89.3384,0,89.3384
"PE120133",81.1784,0,81.1784
"PE120134",87.1736,0,87.1736
"PE120135",6.5915,0,6.5915
"PE120136",15.4326,0,15.4326
"PE120201",25.6345,0,25.6345
"PE120202",88.1466,0,88.1466
"PE120203",30.3243,0,30.3243
"PE120204",11.9319,0,11.9319
"PE120205",9.1707,0,9.1707
"PE120206",8.4494,0,8.4494
"PE120207",18.87,0,18.87
"PE120208",72.1928,0,72.1928
"PE120209",14.7963,0,14.7963
"PE120210",93.3667,0,93.3667
"PE120211",17.2891,0,17.2891
"PE120212",46.3779,0,46.3779
"PE120213",38.8968,0,38.8968
"PE120214",4.5716,0,4.5716
"PE120215",68.9353,0,68.9353
"PE120301",1.8498,0,1.8498
"PE120302",8.971,0,8.971
"PE120303",11.4731,0,11.4731
"PE120304",0.6172,0,0.6172
"PE120305",14.32,0,14.32
"PE120306",0.5479,0,0.5479
"PE120401",21.2291,0,21.2291
"PE120402",44.2064,0,44.2064
"PE120403",20.4999,0,20.4999
"PE120404",5.8612,0,5.8612
"PE120405",8.4062,0,8.4062
"PE120406",0,0,0
"PE120407",0.936,0,0.936
"PE120408",45.7361,0,45.7361
"PE120409",85.1168,0,85.1168
"PE120410",85.3242,0,85.3242
"PE120411",0,0,0
"PE120412",1.3006,0,1.3006
"PE120413",89.8376,0,89.8376
"PE120414",6.4414,0,6.4414
"PE120415",13.8933,0,13.8933
"PE120416",95.1397,0,95.1397
"PE120417",1.128,0,1.128
"PE120418",17.8958,0,17.8958
"PE120419",14.4561,0,14.4561
"PE120420",92.0077,0,92.0077
"PE120421",92.4262,0,92.4262
"PE120422",34.3356,0,34.3356
"PE120423",15.8159,0,15.8159
"PE120424",31.0305,0,31.0305
"PE120425",54.2323,0,54.2323
"PE120426",0.9287,0,0.9287
"PE120427",71.9827,0,71.9827
"PE120428",47.6242,0,47.6242
"PE120429",99.7698,0,99.7698
"PE120430",82.8596,0,82.8596
"PE120431",45.7618,0,45.7618
"PE120432",2.2717,0,2.2717
"PE120433",83.0897,0,83.0897
"PE120434",72.3634,0,72.3634
"PE120501",0.0761,0,0.0761
"PE120504",1.9963,0,1.9963
"PE120601",21.0633,2.4778,18.5855
"PE120602",2.3583,0,2.3583
"PE120603",2.6057,0,2.6057
"PE120605",1.9093,0,1.9093
"PE120607",14.4925,0.0909,14.4016
"PE120608",52.4157,5.4551,46.9606
"PE120609",7.2697,0,7.2697
"PE120699",55.9316,10.6972,45.2344
"PE120701",3.2943,0,3.2943
"PE120702",30.2695,0,30.2695
"PE120703",11.8319,0,11.8319
"PE120704",2.4873,0,2.4873
"PE120705",25.9966,0,25.9966
"PE120706",44.9916,0,44.9916
"PE120707",14.0024,0,14.0024
"PE120708",59.3312,0,59.3312
"PE120709",20.2252,0,20.2252
"PE120801",1.644,0,1.644
"PE120802",0.6846,0,0.6846
"PE120803",78.7215,0,78.7215
"PE120804",0,0,0
"PE120805",0.4447,0,0.4447
"PE120806",0.2686,0,0.2686
"PE120807",10.6252,0,10.6252
"PE120808",82.5287,0,82.5287
"PE120809",78.5932,0,78.5932
"PE120810",57.3725,0,57.3725
"PE120901",0.5208,0,0.5208
"PE120902",11.8487,0,11.8487
"PE120903",34.8556,0,34.8556
"PE120904",31.1163,0,31.1163
"PE120905",0.6004,0,0.6004
"PE120906",7.5674,0,7.5674
"PE120907",15.7437,0,15.7437
"PE120908",18.3724,0,18.3724
"PE120909",36.1801,0,36.1801
"PE130301",7.2615,0,7.2615
"PE130302",93.75,0,93.75
"PE130303",54.9038,0,54.9038
"PE130304",0.5441,0,0.5441
"PE130305",1.9087,0,1.9087
"PE130306",0,0,0
"PE130801",57.4852,0,57.4852
"PE130802",6.7007,0,6.7007
"PE130803",31.3152,0,31.3152
"PE130804",4.1442,0,4.1442
"PE130805",3.8794,0,3.8794
"PE130806",32.3061,0,32.3061
"PE130807",27.0561,0,27.0561
"PE130808",16.9982,0,16.9982
"PE130809",25.2346,0,25.2346
"PE130810",24.8983,0,24.8983
"PE130811",13.2715,0,13.2715
"PE130812",7.9051,0,7.9051
"PE130813",0.1302,0,0.1302
"PE130901",16.5244,0,16.5244
"PE130902",12.0062,0,12.0062
"PE130903",0.2605,0,0.2605
"PE130904",27.6634,0,27.6634
"PE130905",35.4501,0,35.4501
"PE130906",62.4875,0,62.4875
"PE130907",3e-04,0,3e-04
"PE130908",41.4466,0,41.4466
"PE131003",0,0,0
"PE131008",13.5394,0,13.5394
"PE131104",0,0,0
"PE140202",85.8872,68.0343,17.8529
"PE140203",15.0774,2.3504,12.727
"PE140310",96.767,0,96.767
"PE150705",0,0,0
"PE150722",6e-04,0,6e-04
"PE151014",0,0,0
"PE151016",99.9676,71.5828,28.3848
"PE151018",100,1.5277,98.4723
"PE151028",0,0,0
"PE151030",91.4219,0,91.4219
"PE160101",6.6116,4.1234,2.4882
"PE160102",17.644,0.3145,17.3295
"PE160103",34.9754,27.4586,7.5168
"PE160104",13.4814,9.1553,4.3261
"PE160105",29.1042,14.7942,14.31
"PE160106",7.443,0.3773,7.0657
"PE160107",47.0783,25.8446,21.2337
"PE160108",4.1034,0.6404,3.463
"PE160110",69.5268,24.0888,45.438
"PE160112",14.852,0,14.852
"PE160113",4.8013,1.4704,3.3309
"PE160201",4.833,0.2251,4.6079
"PE160202",56.8983,0,56.8983
"PE160205",30.4877,0,30.4877
"PE160206",54.2183,1.739,52.4793
"PE160210",37.8104,0,37.8104
"PE160211",6.1081,0.4652,5.6429
"PE160301",35.8883,0.9285,34.9598
"PE160302",9.8141,5.3386,4.4755
"PE160303",57.8439,13.1053,44.7386
"PE160304",83.2549,0,83.2549
"PE160305",38.2552,0.5992,37.656
"PE160401",16.8352,0.8131,16.0221
"PE160402",21.6941,5.2948,16.3993
"PE160403",80.8122,77.422,3.3902
"PE160404",11.6879,1.5812,10.1067
"PE160501",28.8684,9.2775,19.5909
"PE160502",76.436,56.7082,19.7278
"PE160503",39.1553,0,39.1553
"PE160504",15.4358,3.3186,12.1172
"PE160505",33.2477,23.9729,9.2748
"PE160506",4.0087,2.8959,1.1128
"PE160507",12.0952,8.1677,3.9275
"PE160508",71.1594,48.0073,23.1521
"PE160509",20.1996,8.1154,12.0842
"PE160510",13.8329,0,13.8329
"PE160511",75.9461,31.3128,44.6333
"PE160601",36.7315,14.7991,21.9324
"PE160602",5.0867,0,5.0867
"PE160603",60.1123,24.0449,36.0674
"PE160604",0.9747,0.2895,0.6852
"PE160605",2.4259,0.7116,1.7143
"PE160606",26.6148,12.9801,13.6347
"PE160701",54.8029,1.5408,53.2621
"PE160702",57.5633,0,57.5633
"PE160703",45.9713,1.6233,44.348
"PE160704",30.5974,1.2991,29.2983
"PE160705",27.417,1.1301,26.2869
"PE160706",65.9365,0,65.9365
"PE160801",20.6723,0.4006,20.2717
"PE160802",24.7073,0,24.7073
"PE160803",33.0282,0.0052,33.023
"PE160804",13.4826,1.9356,11.547
"PE170101",28.0643,24.3359,3.7284
"PE170102",7.1579,0,7.1579
"PE170103",9.8681,6.7467,3.1214
"PE170104",19.3022,10.4551,8.8471
"PE170201",4.9974,0,4.9974
"PE170202",14.622,10.7653,3.8567
"PE170203",20.8491,7.977,12.8721
"PE170204",9.2466,0,9.2466
"PE170301",16.2595,12.1575,4.102
"PE170302",0,0,0
"PE170303",0,0,0
"PE190102",80.5416,0,80.5416
"PE190103",99.9528,0,99.9528
"PE190105",23.0771,0,23.0771
"PE190106",93.0135,0,93.0135
"PE190107",84.6514,0,84.6514
"PE190108",94.1435,0,94.1435
"PE190109",99.4126,0,99.4126
"PE190110",79.6626,0,79.6626
"PE190113",74.4997,0,74.4997
"PE190201",99.594,0,99.594
"PE190202",99.4215,23.0315,76.39
"PE190203",100,0,100
"PE190204",80.3114,0.2948,80.0166
"PE190205",37.3753,0,37.3753
"PE190206",87.4502,1.4815,85.9687
"PE190207",98.2949,0,98.2949
"PE190208",100,0,100
"PE190301",1.5634,0,1.5634
"PE190302",5.4319,0,5.4319
"PE190303",5.8885,0,5.8885
"PE190304",14.3348,0.2839,14.0509
"PE190305",12.5047,0,12.5047
"PE190306",45.5146,9.2027,36.3119
"PE190307",25.0269,7.6513,17.3756
"PE190308",48.793,1.6474,47.1456
"PE200201",0,0,0
"PE200206",0.1827,0,0.1827
"PE200301",26.8175,0,26.8175
"PE200302",0.1585,0,0.1585
"PE200303",71.0872,0,71.0872
"PE200304",40.4348,0,40.4348
"PE200306",1.2067,0,1.2067
"PE200307",78.4253,0,78.4253
"PE200308",58.9167,0,58.9167
"PE210301",51.8917,0,51.8917
"PE210302",1.6361,0,1.6361
"PE210303",33.9335,0,33.9335
"PE210304",10.4089,0,10.4089
"PE210305",72.5962,0,72.5962
"PE210307",71.1188,0,71.1188
"PE210308",95.7768,0,95.7768
"PE210309",28.5044,0,28.5044
"PE210310",42.3986,0,42.3986
"PE210806",0.3847,0,0.3847
"PE211005",52.2841,0,52.2841
"PE211201",61.07,0,61.07
"PE211203",10.5364,0,10.5364
"PE211204",96.982,0,96.982
"PE211205",98.2767,0,98.2767
"PE211206",69.2894,0,69.2894
"PE211207",0,0,0
"PE211208",0.7231,0,0.7231
"PE211209",7.4687,0,7.4687
"PE211210",0,0,0
"PE220101",48.949,0.0556,48.8934
"PE220102",0,0,0
"PE220103",0,0,0
"PE220104",0,0,0
"PE220105",0,0,0
"PE220106",0,0,0
"PE220201",0,0,0
"PE220202",0,0,0
"PE220203",0,0,0
"PE220204",0,0,0
"PE220205",0,0,0
"PE220206",0,0,0
"PE220301",12.0399,7.8733,4.1666
"PE220302",2.7772,0,2.7772
"PE220303",0.0333,0,0.0333
"PE220304",0.0273,0,0.0273
"PE220305",6.7488,0,6.7488
"PE220401",0,0,0
"PE220402",7.9508,1.0738,6.877
"PE220403",0,0,0
"PE220404",0,0,0
"PE220405",0,0,0
"PE220406",0,0,0
"PE220501",9.0362,2.1871,6.8491
"PE220502",0,0,0
"PE220503",16.2779,16.2779,0
"PE220504",20.9661,5.9692,14.9969
"PE220505",0,0,0
"PE220506",6.3507,0,6.3507
"PE220507",0.1327,0,0.1327
"PE220508",71.213,0.9772,70.2358
"PE220509",0,0,0
"PE220510",8.7878,0,8.7878
"PE220511",2.4895,0,2.4895
"PE220601",0,0,0
"PE220602",0,0,0
"PE220603",9.5825,0,9.5825
"PE220604",0,0,0
"PE220605",0,0,0
"PE220701",0,0,0
"PE220702",0,0,0
"PE220703",0,0,0
"PE220704",0,0,0
"PE220705",0,0,0
"PE220706",0,0,0
"PE220707",0,0,0
"PE220708",1.6001,1.6001,0
"PE220709",0,0,0
"PE220710",0,0,0
"PE220801",0,0,0
"PE220802",41.8969,0,41.8969
"PE220803",0,0,0
"PE220804",0.8047,0,0.8047
"PE220805",8.627,0,8.627
"PE220806",0,0,0
"PE220807",0.0044,0,0.0044
"PE220808",0,0,0
"PE220809",0,0,0
"PE220901",0,0,0
"PE220902",0,0,0
"PE220903",0,0,0
"PE220904",6.3101,0.0013,6.3088
"PE220905",0,0,0
"PE220906",4.3731,4.3731,0
"PE220907",13.5324,13.5017,0.0307
"PE220908",0,0,0
"PE220909",0.1038,0.1038,0
"PE220910",0,0,0
"PE220911",49.5576,49.5575,1e-04
"PE220912",17.2797,17.2797,0
"PE220913",0,0,0
"PE220914",6.9592,0,6.9592
"PE221001",0,0,0
"PE221002",0,0,0
"PE221003",0,0,0
"PE221004",17.6075,0,17.6075
"PE221005",0,0,0
"PE250101",53.2438,43.0535,10.1903
"PE250102",1.2329,0,1.2329
"PE250103",60.8501,18.505,42.3451
"PE250104",19.8703,6.857,13.0133
"PE250105",12.0671,5.0707,6.9964
"PE250106",3.9221,0.6441,3.278
"PE250107",28.1371,3.5594,24.5777
"PE250201",69.4348,32.4615,36.9733
"PE250202",42.1859,26.9827,15.2032
"PE250203",74.0447,26.8511,47.1936
"PE250204",81.2913,51.1205,30.1708
"PE250301",38.8296,21.8948,16.9348
"PE250302",42.6375,1.4262,41.2113
"PE250303",12.8903,8.044,4.8463
"PE250304",1.1537,0,1.1537
"PE250305",0,0,0
"PE250401",62.96,44.1799,18.7801
"SR",0,0,0
"VE020102",99.0364,99.0364,0
"VE020103",100,99.621,0.379
"VE020104",99.491,99.1676,0.3234
"VE020105",100,97.4334,2.5666
"VE020201",89.0475,89.0475,0
"VE020202",41.6961,41.6961,0
"VE020203",33.0022,33.0022,0
"VE020301",100,100,0
"VE020303",100,100,0
"VE020401",99.9859,99.9859,0
"VE020402",100,100,0
"VE020403",96.4527,96.4527,0
"VE020404",99.6018,99.6018,0
"VE020502",29.021,29.0207,3e-04
"VE020601",100,99.444,0.556
"VE020602",85.2564,76.004,9.2524
"VE020603",49.2562,49.2562,0
"VE020701",66.1406,64.3173,1.8233
"VE020702",33.7342,33.7342,0
"VE020703",26.4216,23.8702,2.5514
"VE070102",0,0,0
"VE070103",0,0,0
"VE070104",0,0,0
"VE070105",0,0,0
"VE070107",0,0,0
"VE070108",0,0,0
"VE070109",0,0,0
"VE070110",0,0,0
"VE070201",92.2596,92.2596,0
"VE070203",52.8837,52.6303,0.2534
"VE070204",73.7471,73.7471,0
"VE070205",89.8242,89.5306,0.2936
"VE070206",86.9692,58.8405,28.1287
"VE070301",3.2759,3.2759,0
"VE070401",99.7805,99.4594,0.3211
"VE070402",99.0447,10.6371,88.4076
"VE070601",0,0,0
"VE070602",0,0,0
"VE070603",42.199,42.199,0
"VE070702",92.2718,88.8171,3.4547
"VE070703",29.1355,29.1355,0
"VE070801",0,0,0
"VE070802",0,0,0
"VE070901",26.6156,26.6156,0
"VE070902",60.4055,60.4055,0
"VE070903",95.7163,95.2048,0.5115
"VE071001",43.5971,43.5971,0
"VE071002",89.3083,88.749,0.5593
"VE071003",0,0,0
"VE071004",0,0,0
"VE071005",22.6055,20.1444,2.4611
"VE071101",0.8179,0.8179,0
"VE100101",40.5196,38.7804,1.7392
"VE100102",37.0876,37.0876,0
"VE100103",54.6262,52.1165,2.5097
"VE100201",9.4364,9.4364,0
"VE100202",0,0,0
"VE100203",83.2249,83.2249,0
"VE100204",0,0,0
"VE100205",97.9684,97.9684,0
