"country","COD","year","health","chagas","hantavirus","cutaneous_leishmaniasis","visceral_leishmaniasis","rickettsia","malaria","zoonotic","n_zoo","fire_related","n_fire","acute","n_acute","chronic","n_chronic","respiratory","n_resp","cardiovascular","n_card","pop","IDH","for_PLAND","for_PD","for_ED","for_AI","savanna_PLAND","notforest_PLAND","FS_PLAND","tot_IT","NOTackn_IT","acknlgd_IT","IT_presence","IT_acknlgd","FS_noIT","habitat_noIT","pm25_SUM","fire_MIN","fire_MAX","fire_MEAN","fire_COUNT","fire_SUM"
"Brasil","COD1100015",2008,434,0,0,28,0,NA,207,235,5,199,13,130,6,70,7,191,8,8,4,24503.0216919446,0.715,55.6984,0.5676,18.1569,97.3808,2.7927,12.6552,58.4911,24.0398,0,24.0398,"yes_IT","acknowledged_only",34.4513,47.1065,65598917466,0,1,0.00129785853342,6164,8
"Brasil","COD1100015",2009,313,0,0,14,0,NA,78,92,5,221,13,162,6,61,7,210,8,11,4,24758.3045959723,0.717,55.7517,0.5642,18.0828,97.3943,2.8155,12.6449,58.5672,24.0398,0,24.0398,"yes_IT","acknowledged_only",34.5274,47.1723,56855691728,0,1,0.000973393900065,6164,6
"Brasil","COD1100015",2010,357,0,0,34,0,NA,41,75,5,282,13,175,6,116,7,274,8,8,4,25013.5875,0.723,55.6556,0.5643,18.0181,97.3993,2.8401,12.8229,58.4957,24.0398,0,24.0398,"yes_IT","acknowledged_only",34.4559,47.2788,89876406079,0,2,0.035360908353609,6165,218
"Brasil","COD1100015",2011,300,0,0,9,0,NA,16,25,5,275,13,131,6,132,7,267,8,8,4,25246.1596049738,0.728,55.5399,0.5649,18.036,97.3919,2.8847,12.8657,58.4246,24.0398,0,24.0398,"yes_IT","acknowledged_only",34.3848,47.2505,61440465819,0,2,0.019143413367943,6164,118
"Brasil","COD1100015",2012,268,0,0,18,0,NA,33,51,5,217,13,103,6,114,7,216,8,1,4,25478.7317099476,0.732,55.4408,0.5697,18.1308,97.374,2.9154,12.8879,58.3562,24.0398,0,24.0398,"yes_IT","acknowledged_only",34.3164,47.2043,64409663197,0,1,0.007300454250487,6164,45
"Brasil","COD1100015",2013,433,0,0,26,0,NA,73,99,5,334,13,208,6,125,7,321,8,13,4,25711.3038149213,0.75,55.6091,0.5786,18.2521,97.364,2.8833,13.062,58.4924,24.0398,0,24.0398,"yes_IT","acknowledged_only",34.4526,47.5146,56676012785,0,1,0.002757949383517,6164,17
"Brasil","COD1100015",2014,461,0,0,37,0,NA,79,116,5,345,13,214,6,133,7,326,8,19,4,25943.8759198951,0.754,55.6571,0.5796,18.2296,97.3698,2.8811,13.0092,58.5382,24.0398,0,24.0398,"yes_IT","acknowledged_only",34.4984,47.5076,65542512201,0,1,0.000162232316677,6164,1
"Brasil","COD1100015",2015,385,0,0,21,0,NA,30,51,5,334,13,242,6,90,7,319,8,15,4,26176.4480248689,0.753,55.3788,0.5835,18.2019,97.3616,2.8835,13.1466,58.2623,24.0398,0,24.0398,"yes_IT","acknowledged_only",34.2225,47.3691,71246217079,0,1,0.00259571706684,6164,16
"Brasil","COD1100015",2016,411,0,0,24,0,NA,6,30,5,381,13,267,6,109,7,364,8,17,4,26381.7211312234,0.755,55.0737,0.5936,18.3021,97.3329,2.8812,13.1622,57.9549,24.0398,0,24.0398,"yes_IT","acknowledged_only",33.9151,47.0773,63773171867,0,2,0.029201817001947,6164,180
"Brasil","COD1100015",2017,430,0,0,20,0,NA,2,22,5,408,13,286,6,120,7,390,8,18,4,26586.9942375779,0.759,54.8887,0.6029,18.4541,97.302,2.8915,13.1925,57.7802,24.0398,0,24.0398,"yes_IT","acknowledged_only",33.7404,46.9329,72016232606,0,2,0.005678131083712,6164,35
"Brasil","COD1100015",2018,431,0,0,18,0,NA,1,19,5,412,13,283,6,126,7,394,8,18,4,26792.2673439323,0.764,54.5164,0.6138,18.4636,97.2826,2.9026,13.1627,57.419,24.0398,0,24.0398,"yes_IT","acknowledged_only",33.3792,46.5419,59312364953,0,3,0.012491888384166,6164,77
"Brasil","COD1100015",2019,453,0,0,20,0,NA,0,20,5,433,13,305,6,125,7,410,8,23,4,26997.5404502868,0.766,54.1716,0.6257,18.5651,97.2512,2.9272,13.1512,57.0988,24.0398,0,24.0398,"yes_IT","acknowledged_only",33.059,46.2102,73307437537,0,2,0.006002595717067,6164,37
"Brasil","COD1100023",2008,1558,0,1,70,0,NA,1132,1203,5,355,13,297,6,67,7,340,8,15,4,92557.120752728,0.715,37.799,0.5718,21.5434,95.4376,2.4306,1.2632,40.2296,0,0,0,"no_IT","none",40.2296,41.4928,46570872595,0,2,0.014564369310793,3845,56
"Brasil","COD1100023",2009,1793,0,0,76,0,NA,1073,1149,5,644,13,510,6,128,7,629,8,15,4,93521.412531364,0.717,37.779,0.5767,21.6281,95.4173,2.3947,1.2639,40.1737,0,0,0,"no_IT","none",40.1737,41.4376,41227293835,0,2,0.002080624187256,3845,8
"Brasil","COD1100023",2010,1827,0,0,53,0,NA,1249,1302,5,525,13,424,6,98,7,499,8,26,4,94485.70431,0.723,37.8942,0.5914,21.7447,95.4067,2.345,1.2368,40.2392,0,0,0,"no_IT","none",40.2392,41.476,59965094864,0,2,0.015084525357607,3845,58
"Brasil","COD1100023",2011,1119,0,0,29,0,NA,497,526,5,593,13,508,6,82,7,560,8,33,4,95364.2073343039,0.728,37.9106,0.5921,21.7556,95.4065,2.2841,1.2397,40.1947,0,0,0,"no_IT","none",40.1947,41.4344,42734263705,0,2,0.00702210663199,3845,27
"Brasil","COD1100023",2012,683,0,0,45,0,NA,203,248,5,435,13,356,6,79,7,403,8,32,4,96242.7103586078,0.732,37.8706,0.6018,21.9249,95.3662,2.2566,1.2317,40.1272,0,0,0,"no_IT","none",40.1272,41.3589,46078620657,0,2,0.005721716514954,3845,22
"Brasil","COD1100023",2013,891,0,0,60,0,NA,168,228,5,663,13,531,6,128,7,613,8,50,4,97121.2133829117,0.75,37.5013,0.6224,21.9965,95.3056,2.1768,1.2882,39.6781,0,0,0,"no_IT","none",39.6781,40.9663,40878529798,0,1,0.001040312093628,3845,4
"Brasil","COD1100023",2014,941,0,0,39,0,NA,77,116,5,825,13,678,6,148,7,776,8,49,4,97999.7164072156,0.754,37.0553,0.6271,21.9966,95.2493,2.0436,1.2796,39.0989,0,0,0,"no_IT","none",39.0989,40.3785,46344684498,0,1,0.002080624187256,3845,8
"Brasil","COD1100023",2015,1025,0,0,59,0,NA,49,108,5,917,13,763,6,152,7,851,8,66,4,98878.2194315195,0.753,35.9603,0.6452,21.6336,95.1918,2.0412,1.3247,38.0015,0,0,0,"no_IT","none",38.0015,39.3262,49997569476,0,1,0.010403120936281,3845,40
"Brasil","COD1100023",2016,909,0,0,57,0,NA,94,151,5,758,13,564,6,203,7,645,8,113,4,99653.602156639,0.755,35.0587,0.668,21.4176,95.1182,2.0266,1.2615,37.0853,0,0,0,"no_IT","none",37.0853,38.3468,44904538571,0,1,0.005721716514954,3845,22
"Brasil","COD1100023",2017,1127,0,0,65,0,NA,112,177,5,950,13,725,6,218,7,858,8,92,4,100428.984881759,0.759,34.2131,0.6725,21.2507,95.0366,1.9681,1.2464,36.1812,0,0,0,"no_IT","none",36.1812,37.4276,50062469598,0,1,0.007282184655397,3845,28
"Brasil","COD1100023",2018,1502,0,0,46,0,NA,619,665,5,837,13,661,6,174,7,740,8,97,4,101204.367606878,0.764,33.4392,0.6901,21.0217,94.9766,1.9238,1.2167,35.363,0,0,0,"no_IT","none",35.363,36.5797,43413650273,0,2,0.007802340702211,3845,30
"Brasil","COD1100023",2019,1254,0,0,25,0,NA,347,372,5,882,13,686,6,200,7,787,8,95,4,101979.750331997,0.766,32.9109,0.6956,21.055,94.8875,1.8904,1.2099,34.8013,0,0,0,"no_IT","none",34.8013,36.0112,51325694950,0,2,0.015344603381014,3845,59
"Brasil","COD1100031",2008,16,0,0,7,0,NA,0,7,5,9,13,6,6,2,7,8,8,1,4,6402.78416250279,0.715,30.5654,0.7121,21.5875,94.3006,2.3226,2.1085,32.888,0,0,0,"no_IT","none",32.888,34.9965,11426251722,0,1,0.012163336229366,1151,14
"Brasil","COD1100031",2009,39,0,0,5,0,NA,2,7,5,32,13,19,6,14,7,29,8,3,4,6469.50439075139,0.717,30.6773,0.7038,21.6396,94.3053,2.3525,2.0889,33.0298,0,0,0,"no_IT","none",33.0298,35.1187,9887769276,0,1,0.000868809730669,1151,1
"Brasil","COD1100031",2010,47,0,0,7,0,NA,6,13,5,34,13,24,6,9,7,32,8,2,4,6536.224619,0.723,31.0094,0.7099,21.7065,94.3494,2.3724,2.0853,33.3818,0,0,0,"no_IT","none",33.3818,35.4671,16180222927,0,1,0.001737619461338,1151,2
"Brasil","COD1100031",2011,46,0,0,1,0,NA,1,2,5,44,13,35,6,9,7,40,8,4,4,6597.01302074102,0.728,30.9229,0.7091,21.7468,94.3242,2.3037,2.1083,33.2266,0,0,0,"no_IT","none",33.2266,35.3349,10754824256,0,1,0.007819287576021,1151,9
"Brasil","COD1100031",2012,47,0,0,8,0,NA,0,8,5,39,13,29,6,10,7,36,8,3,4,6657.80142248204,0.732,30.895,0.7205,21.9689,94.261,2.2722,2.111,33.1672,0,0,0,"no_IT","none",33.1672,35.2782,11453002541,0,1,0.003475238922676,1151,4
"Brasil","COD1100031",2013,40,0,0,2,0,NA,1,3,5,37,13,33,6,4,7,36,8,1,4,6718.58982422305,0.75,30.8813,0.7213,22.1108,94.2208,2.3245,2.1172,33.2058,0,0,0,"no_IT","none",33.2058,35.323,9952914270,0,1,0.006950477845352,1151,8
"Brasil","COD1100031",2014,84,0,0,5,0,NA,0,5,5,79,13,67,6,13,7,70,8,9,4,6779.37822596407,0.754,30.7916,0.7464,22.3146,94.1493,2.4767,2.0808,33.2683,0,0,0,"no_IT","none",33.2683,35.3491,11672199821,0,1,0.009556907037359,1151,11
"Brasil","COD1100031",2015,58,0,0,4,0,NA,0,4,5,54,13,40,6,15,7,41,8,13,4,6840.16662770509,0.753,30.0889,0.7464,22.0055,94.0933,2.456,2.0901,32.5449,0,0,0,"no_IT","none",32.5449,34.635,12531543585,0,2,0.032145960034752,1151,37
"Brasil","COD1100031",2016,79,0,0,3,0,NA,3,6,5,73,13,60,6,14,7,67,8,6,4,6893.82483779191,0.755,29.207,0.7441,21.6783,94.002,2.3062,2.0859,31.5132,0,0,0,"no_IT","none",31.5132,33.5991,11210536293,0,1,0.007819287576021,1151,9
"Brasil","COD1100031",2017,97,0,0,3,0,NA,1,4,5,93,13,82,6,5,7,88,8,5,4,6947.48304787873,0.759,28.9069,0.7456,21.5948,93.9631,2.213,2.1056,31.1199,0,0,0,"no_IT","none",31.1199,33.2255,12655863899,0,0,0,1151,0
"Brasil","COD1100031",2018,61,0,0,5,0,NA,1,6,5,55,13,39,6,12,7,51,8,4,4,7001.14125796556,0.764,28.8313,0.7464,21.5815,93.9513,2.2308,2.0907,31.0621,0,0,0,"no_IT","none",31.0621,33.1528,10176767913,0,0,0,1151,0
"Brasil","COD1100031",2019,80,0,0,4,0,NA,1,5,5,75,13,56,6,21,7,63,8,12,4,7054.79946805238,0.766,28.6531,0.7525,21.7104,93.8754,2.2878,2.0887,30.9409,0,0,0,"no_IT","none",30.9409,33.0296,12881279684,0,2,0.007819287576021,1151,9
"Brasil","COD1100049",2008,745,0,0,52,0,NA,29,81,5,664,13,568,6,93,7,620,8,44,4,79935.6996735208,0.715,39.3846,0.8732,17.9309,96.3759,1.2394,0.4682,40.624,25.6748,0,25.6748,"yes_IT","acknowledged_only",14.9492,15.4174,37524096283,0,2,0.004526252263126,3314,15
"Brasil","COD1100049",2009,768,0,0,53,0,NA,24,77,5,691,13,625,6,67,7,671,8,20,4,80768.4973017604,0.717,39.5453,0.8843,18.2491,96.3256,1.2467,0.4722,40.792,25.6748,0,25.6748,"yes_IT","acknowledged_only",15.1172,15.5894,32743429380,0,0,0,3314,0
"Brasil","COD1100049",2010,819,1,0,41,0,NA,22,64,5,755,13,672,6,80,7,735,8,20,4,81601.29493,0.723,39.962,0.8983,18.5497,96.3035,1.2475,0.4656,41.2095,25.6748,0,25.6748,"yes_IT","acknowledged_only",15.5347,16.0003,50666709920,0,0,0,3313,0
"Brasil","COD1100049",2011,669,0,0,29,0,NA,9,38,5,631,13,540,6,86,7,606,8,25,4,82360.0021598012,0.728,39.9691,0.9051,18.6478,96.2839,1.2737,0.4623,41.2428,25.6748,0,25.6748,"yes_IT","acknowledged_only",15.568,16.0303,34287114967,0,1,0.0012070006035,3314,4
"Brasil","COD1100049",2012,662,0,0,63,0,NA,13,76,5,586,13,480,6,110,7,536,8,50,4,83118.7093896024,0.732,39.7773,0.9046,18.5595,96.2833,1.3091,0.4645,41.0864,25.6748,0,25.6748,"yes_IT","acknowledged_only",15.4116,15.8761,37340847897,0,1,0.003017501508751,3314,10
"Brasil","COD1100049",2013,1049,0,0,67,0,NA,5,72,5,977,13,819,6,151,7,897,8,80,4,83877.4166194037,0.75,39.4515,0.8964,18.1902,96.3258,1.3066,0.4814,40.7581,25.6748,0,25.6748,"yes_IT","acknowledged_only",15.0833,15.5647,32707771569,0,0,0,3314,0
"Brasil","COD1100049",2014,817,0,0,68,0,NA,2,70,5,747,13,563,6,178,7,652,8,95,4,84636.1238492049,0.754,39.1139,0.8964,17.9688,96.3388,1.3033,0.4736,40.4172,25.6748,0,25.6748,"yes_IT","acknowledged_only",14.7424,15.216,37719243114,0,1,0.0012070006035,3314,4
"Brasil","COD1100049",2015,495,0,0,51,0,NA,0,51,5,444,13,291,6,143,7,378,8,66,4,85394.8310790061,0.753,38.9018,0.9133,18.08,96.2966,1.3106,0.477,40.2124,25.6748,0,25.6748,"yes_IT","acknowledged_only",14.5376,15.0146,40592114381,0,1,0.003922751961376,3314,13
"Brasil","COD1100049",2016,557,0,0,41,0,NA,1,42,5,515,13,344,6,156,7,436,8,79,4,86064.4799359798,0.755,38.7494,0.9317,18.164,96.2638,1.3247,0.4715,40.0741,25.6748,0,25.6748,"yes_IT","acknowledged_only",14.3993,14.8708,36063702173,0,1,0.002414001207001,3314,8
"Brasil","COD1100049",2017,602,0,0,48,0,NA,5,53,5,549,13,395,6,142,7,467,8,82,4,86734.1287929534,0.759,38.6842,0.9489,18.4209,96.204,1.3231,0.4771,40.0073,25.6748,0,25.6748,"yes_IT","acknowledged_only",14.3325,14.8096,41463485610,0,1,0.00060350030175,3314,2
"Brasil","COD1100049",2018,817,0,0,59,0,NA,0,59,5,758,13,556,6,186,7,640,8,118,4,87403.7776499271,0.764,38.6599,0.971,18.6668,96.1511,1.3306,0.4697,39.9905,25.6748,0,25.6748,"yes_IT","acknowledged_only",14.3157,14.7854,33970870748,0,2,0.001508750754375,3314,5
"Brasil","COD1100049",2019,814,0,0,44,0,NA,0,44,5,770,13,557,6,196,7,628,8,142,4,88073.4265069007,0.766,38.5825,0.9924,18.7908,96.1187,1.3765,0.4822,39.959,25.6748,0,25.6748,"yes_IT","acknowledged_only",14.2842,14.7664,41319373932,0,1,0.000905250452625,3314,3
"Brasil","COD1100056",2008,218,0,0,11,0,NA,4,15,5,203,13,174,6,30,7,198,8,5,4,17151.3095858938,0.715,30.5868,0.5709,15.0473,96.0254,37.6905,5.51,68.2773,0,0,0,"no_IT","none",68.2773,73.7873,24652927502,0,2,0.019405450041288,2422,47
"Brasil","COD1100056",2009,314,0,0,10,0,NA,0,10,5,304,13,207,6,97,7,297,8,7,4,17329.9978329469,0.717,30.6234,0.5637,15.0891,96.0198,38.1072,5.1219,68.7306,0,0,0,"no_IT","none",68.7306,73.8525,21347577898,0,0,0,2422,0
"Brasil","COD1100056",2010,223,0,0,4,0,NA,2,6,5,217,13,173,6,44,7,211,8,6,4,17508.68608,0.723,30.6784,0.5719,15.1844,96.0012,38.0883,5.1014,68.7667,0,0,0,"no_IT","none",68.7667,73.8681,34543581383,0,2,0.034283353985956,2421,83
"Brasil","COD1100056",2011,214,0,0,2,0,NA,1,3,5,211,13,178,6,33,7,209,8,2,4,17671.4772140671,0.728,30.6594,0.5723,15.1895,95.9977,38.16,5.024,68.8194,0,0,0,"no_IT","none",68.8194,73.8434,23206276758,0,3,0.043765483071841,2422,106
"Brasil","COD1100056",2012,277,0,0,4,0,NA,1,5,5,272,13,254,6,19,7,268,8,4,4,17834.2683481342,0.732,30.6225,0.5741,15.1726,95.9985,38.3486,4.7934,68.9711,0,0,0,"no_IT","none",68.9711,73.7645,24504682717,0,1,0.010322047894302,2422,25
"Brasil","COD1100056",2013,357,0,0,8,0,NA,0,8,5,349,13,319,6,29,7,338,8,11,4,17997.0594822014,0.75,30.5913,0.5737,15.2072,95.9875,39.102,3.9255,69.6933,0,0,0,"no_IT","none",69.6933,73.6188,21404268531,0,1,0.00206440957886,2422,5
"Brasil","COD1100056",2014,376,0,0,13,0,NA,0,13,5,363,13,336,6,27,7,352,8,11,4,18159.8506162685,0.754,30.5272,0.5651,15.2049,95.9799,39.1626,3.9165,69.6898,0,0,0,"no_IT","none",69.6898,73.6063,24996967934,0,1,0.008670520231214,2422,21
"Brasil","COD1100056",2015,377,0,0,14,0,NA,0,14,5,363,13,310,6,55,7,344,8,19,4,18322.6417503356,0.753,30.425,0.5612,15.11,95.9916,39.0268,3.9881,69.4518,0,0,0,"no_IT","none",69.4518,73.4399,26947703411,0,1,0.007018992568126,2422,17
"Brasil","COD1100056",2016,283,0,0,7,0,NA,0,7,5,276,13,235,6,36,7,260,8,16,4,18466.3241384863,0.755,30.1773,0.5669,14.9479,95.9998,38.294,4.6162,68.4713,0,0,0,"no_IT","none",68.4713,73.0875,24122667586,0,2,0.032204789430223,2422,78
"Brasil","COD1100056",2017,290,0,0,10,0,NA,0,10,5,280,13,239,6,41,7,264,8,16,4,18610.006526637,0.759,30.0943,0.5637,14.8347,96.0189,37.7361,5.0872,67.8304,0,0,0,"no_IT","none",67.8304,72.9176,27249432025,0,2,0.041288191577209,2422,100
"Brasil","COD1100056",2018,273,0,0,7,0,NA,0,7,5,266,13,223,6,44,7,249,8,17,4,18753.6889147877,0.764,30.0296,0.563,14.8014,96.0189,37.9456,4.8866,67.9752,0,0,0,"no_IT","none",67.9752,72.8618,22068801634,0,2,0.012799339388935,2422,31
"Brasil","COD1100056",2019,192,0,0,5,0,NA,0,5,5,187,13,148,6,36,7,172,8,15,4,18897.3713029384,0.766,29.9536,0.564,14.7724,96.0167,38.3752,4.4951,68.3288,0,0,0,"no_IT","none",68.3288,72.8239,27716000894,0,0,0,2422,0
"Brasil","COD1100064",2008,109,0,0,17,0,NA,3,20,5,89,13,54,6,34,7,82,8,7,4,18801.749449185,0.715,21.2865,1.1089,23.6041,91.1209,2.6011,2.3645,23.8876,0,0,0,"no_IT","none",23.8876,26.2521,12832975384,0,1,0.004743083003953,1265,6
"Brasil","COD1100064",2009,233,0,0,17,0,NA,0,17,5,216,13,177,6,40,7,213,8,3,4,18997.6325495925,0.717,21.4638,1.1123,23.8908,91.0866,2.6039,2.3628,24.0677,0,0,0,"no_IT","none",24.0677,26.4305,11106011143,0,0,0,1265,0
"Brasil","COD1100064",2010,272,0,0,20,0,NA,1,21,5,251,13,196,6,55,7,242,8,9,4,19193.51565,0.723,21.8805,1.1171,24.4069,91.0674,2.6961,2.3438,24.5766,0,0,0,"no_IT","none",24.5766,26.9204,18084474142,0,0,0,1265,0
"Brasil","COD1100064",2011,251,0,0,24,0,NA,1,25,5,226,13,184,6,41,7,219,8,7,4,19371.9718888488,0.728,22.1235,1.1509,24.7353,91.0473,2.6929,2.3462,24.8164,0,0,0,"no_IT","none",24.8164,27.1626,12005639676,0,1,0.000790513833992,1265,1
"Brasil","COD1100064",2012,262,0,0,11,0,NA,1,12,5,250,13,219,6,31,7,238,8,12,4,19550.4281276976,0.732,22.0875,1.1798,24.9423,90.9602,2.6178,2.3516,24.7053,0,0,0,"no_IT","none",24.7053,27.0569,12878069866,0,0,0,1265,0
"Brasil","COD1100064",2013,320,0,0,17,0,NA,1,18,5,302,13,255,6,46,7,291,8,11,4,19728.8843665464,0.75,21.9891,1.1985,24.8688,90.9444,2.6303,2.3493,24.6194,0,0,0,"no_IT","none",24.6194,26.9687,11189713276,0,0,0,1265,0
"Brasil","COD1100064",2014,246,0,0,14,0,NA,0,14,5,232,13,205,6,26,7,221,8,11,4,19907.3406053952,0.754,21.9691,1.206,25.0549,90.8695,2.7374,2.3288,24.7065,0,0,0,"no_IT","none",24.7065,27.0353,13092691007,0,1,0.001581027667984,1265,2
"Brasil","COD1100064",2015,283,0,0,18,0,NA,1,19,5,264,13,225,6,37,7,249,8,15,4,20085.796844244,0.753,21.6007,1.2198,25.1121,90.6987,2.7134,2.3273,24.3141,0,0,0,"no_IT","none",24.3141,26.6414,14052286620,0,1,0.017391304347826,1265,22
"Brasil","COD1100064",2016,179,0,0,8,0,NA,0,8,5,171,13,143,6,25,7,157,8,14,4,20243.3055382728,0.755,21.3368,1.237,25.1621,90.5659,2.7203,2.3358,24.0571,0,0,0,"no_IT","none",24.0571,26.3929,12538072444,0,1,0.001581027667984,1265,2
"Brasil","COD1100064",2017,310,0,0,9,0,NA,0,9,5,301,13,258,6,38,7,291,8,10,4,20400.8142323017,0.759,21.3681,1.2887,25.5671,90.4268,2.7231,2.3375,24.0912,0,0,0,"no_IT","none",24.0912,26.4287,14249505454,0,1,0.000790513833992,1265,1
"Brasil","COD1100064",2018,282,0,0,4,0,NA,1,5,5,277,13,222,6,48,7,258,8,19,4,20558.3229263305,0.764,21.3971,1.3101,25.9012,90.3146,2.7699,2.3344,24.167,0,0,0,"no_IT","none",24.167,26.5014,11415276997,0,0,0,1265,0
"Brasil","COD1100064",2019,127,0,0,4,0,NA,0,4,5,123,13,94,6,28,7,103,8,20,4,20715.8316203594,0.766,21.4041,1.3246,26.0052,90.2791,2.7855,2.3466,24.1896,0,0,0,"no_IT","none",24.1896,26.5362,14406603881,0,0,0,1265,0
"Brasil","COD1100072",2008,36,0,0,5,0,NA,2,7,5,29,13,25,6,5,7,29,8,0,4,8771.50431286378,0.715,31.9303,0.7094,19.9912,94.9758,1.799,2.0537,33.7293,9.0701,0,9.0701,"yes_IT","acknowledged_only",24.6592,26.7129,27481568297,0,1,0.014269620728502,2663,38
"Brasil","COD1100072",2009,48,0,0,5,0,NA,2,7,5,41,13,32,6,9,7,39,8,2,4,8862.88885443189,0.717,32.1593,0.7074,20.2277,94.9521,1.8101,2.0316,33.9694,9.0701,0,9.0701,"yes_IT","acknowledged_only",24.8993,26.9309,23804951999,0,1,0.003379647014645,2663,9
"Brasil","COD1100072",2010,79,0,0,9,0,NA,4,13,5,66,13,49,6,13,7,64,8,2,4,8954.273396,0.723,32.6535,0.7248,20.7292,94.9042,1.8641,2.0443,34.5176,9.0701,0,9.0701,"yes_IT","acknowledged_only",25.4475,27.4918,38356698165,0,2,0.011273957158963,2661,30
"Brasil","COD1100072",2011,49,0,0,6,0,NA,1,7,5,42,13,30,6,9,7,37,8,5,4,9037.52786364534,0.728,32.7229,0.7313,20.8749,94.8793,1.8506,2.0851,34.5735,9.0701,0,9.0701,"yes_IT","acknowledged_only",25.5034,27.5885,25704252804,0,1,0.004506196019527,2663,12
"Brasil","COD1100072",2012,54,0,0,8,0,NA,1,9,5,45,13,42,6,3,7,43,8,2,4,9120.78233129068,0.732,32.7574,0.7277,20.8958,94.8786,1.7651,2.0806,34.5225,9.0701,0,9.0701,"yes_IT","acknowledged_only",25.4524,27.533,27379960892,0,2,0.003755163349606,2663,10
"Brasil","COD1100072",2013,40,0,0,9,0,NA,0,9,5,31,13,27,6,4,7,28,8,3,4,9204.03679893602,0.75,32.7112,0.7319,20.9194,94.8675,1.7562,2.1235,34.4674,9.0701,0,9.0701,"yes_IT","acknowledged_only",25.3973,27.5208,23892501823,0,1,0.003004130679685,2663,8
"Brasil","COD1100072",2014,46,0,0,18,0,NA,0,18,5,28,13,22,6,6,7,25,8,3,4,9287.29126658136,0.754,32.9132,0.7195,21.0082,94.8784,1.8641,2.1186,34.7773,9.0701,0,9.0701,"yes_IT","acknowledged_only",25.7072,27.8258,27871781969,0,1,0.001877581674803,2663,5
"Brasil","COD1100072",2015,45,0,0,13,0,NA,0,13,5,32,13,25,6,6,7,29,8,3,4,9370.5457342267,0.753,33.0152,0.7306,21.0585,94.8823,1.8656,2.1161,34.8808,9.0701,0,9.0701,"yes_IT","acknowledged_only",25.8107,27.9268,30019892816,0,3,0.01314307172362,2663,35
"Brasil","COD1100072",2016,45,0,0,11,0,NA,0,11,5,34,13,26,6,8,7,29,8,5,4,9444.02763059735,0.755,32.973,0.7506,21.0107,94.8857,1.8663,2.1242,34.8393,9.0701,0,9.0701,"yes_IT","acknowledged_only",25.7692,27.8934,26793057244,0,1,0.003755163349606,2663,10
"Brasil","COD1100072",2017,47,0,0,9,0,NA,0,9,5,38,13,29,6,9,7,36,8,2,4,9517.509526968,0.759,32.8134,0.7424,20.9746,94.8692,1.8526,2.1014,34.666,9.0701,0,9.0701,"yes_IT","acknowledged_only",25.5959,27.6973,30454896014,0,1,0.004506196019527,2663,12
"Brasil","COD1100072",2018,35,0,0,10,0,NA,0,10,5,25,13,20,6,5,7,24,8,1,4,9590.99142333865,0.764,32.7811,0.7466,21.0855,94.8378,1.8736,2.0741,34.6547,9.0701,0,9.0701,"yes_IT","acknowledged_only",25.5846,27.6587,24574106600,0,1,0.001877581674803,2663,5
"Brasil","COD1100072",2019,42,0,0,8,0,NA,0,8,5,34,13,19,6,15,7,21,8,13,4,9664.4733197093,0.766,32.6005,0.7555,21.0558,94.817,1.8683,2.0703,34.4688,9.0701,0,9.0701,"yes_IT","acknowledged_only",25.3987,27.469,30797801850,0,1,0.004506196019527,2663,12
"Brasil","COD1100080",2008,350,0,0,38,0,NA,292,330,5,20,13,19,6,1,7,20,8,0,4,13697.7751343098,0.715,63.7664,0.374,17.6935,97.7622,0.1764,3.2194,63.9428,12.017,0,12.017,"yes_IT","acknowledged_only",51.9258,55.1452,46733891058,0,3,0.050827966881325,4348,221
"Brasil","COD1100080",2009,400,0,0,56,0,NA,225,281,5,119,13,117,6,2,7,118,8,1,4,13840.5208571549,0.717,63.4723,0.3497,17.3231,97.7975,0.1519,3.1625,63.6242,12.017,0,12.017,"yes_IT","acknowledged_only",51.6072,54.7697,40357984561,0,3,0.037258509659614,4348,162
"Brasil","COD1100080",2010,488,0,0,53,0,NA,390,443,5,45,13,42,6,3,7,43,8,2,4,13983.26658,0.723,62.9199,0.3475,17.379,97.7712,0.1496,3.1868,63.0695,12.017,0,12.017,"yes_IT","acknowledged_only",51.0525,54.2393,62832562485,0,4,0.100115074798619,4345,435
"Brasil","COD1100080",2011,357,0,0,36,0,NA,180,216,5,141,13,141,6,0,7,141,8,0,4,14113.3236362334,0.728,61.3786,0.396,18.0118,97.6337,0.1415,3.2111,61.5201,12.017,0,12.017,"yes_IT","acknowledged_only",49.5031,52.7142,44047934060,0,4,0.011269549218031,4348,49
"Brasil","COD1100080",2012,243,0,0,32,0,NA,196,228,5,15,13,13,6,2,7,14,8,1,4,14243.3806924668,0.732,61.5859,0.3846,18.1335,97.6259,0.1327,3.2215,61.7186,12.017,0,12.017,"yes_IT","acknowledged_only",49.7016,52.9231,45220535604,0,2,0.013799448022079,4348,60
"Brasil","COD1100080",2013,161,0,0,23,0,NA,110,133,5,28,13,20,6,8,7,25,8,3,4,14373.4377487001,0.75,62.8385,0.3371,16.8898,97.8302,0.1228,3.2499,62.9613,12.017,0,12.017,"yes_IT","acknowledged_only",50.9443,54.1942,39917749090,0,2,0.008509659613615,4348,37
