"country","COD","year","health","chagas","hantavirus","cutaneous_leishmaniasis","visceral_leishmaniasis","rickettsia","malaria","zoonotic","n_zoo","fire_related","n_fire","acute","n_acute","chronic","n_chronic","respiratory","n_resp","cardiovascular","n_card","pop","IDH","for_PLAND","for_PD","for_ED","for_AI","savanna_PLAND","notforest_PLAND","FS_PLAND","tot_IT","NOTackn_IT","acknlgd_IT","IT_presence","IT_acknlgd","FS_noIT","habitat_noIT","pm25_SUM","fire_MIN","fire_MAX","fire_MEAN","fire_COUNT","fire_SUM"
"Brasil","COD1200351",2014,150,0,0,21,0,NA,98,119,5,31,13,29,6,1,7,30,8,1,4,14943.2953463495,0.754,97.9765,0.0209,3.7745,99.668,0,0.1407,97.9765,17.943,0,17.943,"yes_IT","acknowledged_only",80.0335,80.1742,63481195986,0,0,0,7130,0
"Brasil","COD1200351",2015,105,0,0,20,0,NA,63,83,5,22,13,21,6,1,7,21,8,1,4,15077.3642179369,0.753,97.8688,0.0254,3.8827,99.6588,0,0.1514,97.8688,17.943,0,17.943,"yes_IT","acknowledged_only",79.9258,80.0772,67227474673,0,0,0,7130,0
"Brasil","COD1200351",2016,126,0,0,32,0,NA,64,96,5,30,13,23,6,7,7,24,8,6,4,15195.7272763669,0.755,97.7911,0.0278,3.974,99.6514,0,0.1855,97.7911,17.943,0,17.943,"yes_IT","acknowledged_only",79.8481,80.0336,66190897092,0,1,0.000140252454418,7130,1
"Brasil","COD1200351",2017,112,0,0,27,0,NA,76,103,5,9,13,7,6,2,7,7,8,2,4,15314.0903347968,0.759,97.7745,0.0267,3.9819,99.6505,0,0.1778,97.7745,17.943,0,17.943,"yes_IT","acknowledged_only",79.8315,80.0093,67649738322,0,0,0,7130,0
"Brasil","COD1200351",2018,134,0,0,44,0,NA,76,120,5,14,13,7,6,6,7,8,8,6,4,15432.4533932268,0.764,97.7279,0.0287,4.0796,99.6422,0,0.2032,97.7279,17.943,0,17.943,"yes_IT","acknowledged_only",79.7849,79.9881,64715574311,0,0,0,7130,0
"Brasil","COD1200351",2019,135,4,0,55,0,NA,55,114,5,21,13,13,6,8,7,16,8,5,4,15550.8164516567,0.766,97.6781,0.0347,4.2094,99.6317,0,0.2077,97.6781,17.943,0,17.943,"yes_IT","acknowledged_only",79.7351,79.9428,69034755233,0,0,0,7130,0
"Brasil","COD1200385",2008,591,0,0,45,0,NA,395,440,5,151,13,126,6,25,7,146,8,5,4,17167.8942011417,0.715,25.2579,0.6335,20.8735,93.2982,0.0013,0.13,25.2592,0,0,0,"no_IT","none",25.2592,25.3892,18330466648,0,2,0.008235294117647,1700,14
"Brasil","COD1200385",2009,413,0,0,43,0,NA,246,289,5,124,13,104,6,19,7,119,8,5,4,17346.9271705709,0.717,23.9194,0.6632,20.7551,92.9585,0.0013,0.1323,23.9207,0,0,0,"no_IT","none",23.9207,24.053,16280441876,0,1,0.001176470588235,1700,2
"Brasil","COD1200385",2010,688,0,0,61,0,NA,479,540,5,148,13,115,6,33,7,133,8,15,4,17525.96014,0.723,22.9861,0.6745,20.5517,92.7382,8e-04,0.1397,22.9869,0,0,0,"no_IT","none",22.9869,23.1266,23743723011,0,2,0.054149499705709,1699,92
"Brasil","COD1200385",2011,360,0,0,20,0,NA,169,189,5,171,13,147,6,24,7,163,8,8,4,17689.1147790513,0.728,22.4574,0.6955,20.4277,92.609,8e-04,0.1567,22.4582,0,0,0,"no_IT","none",22.4582,22.6149,17400319778,0,1,0.006470588235294,1700,11
"Brasil","COD1200385",2012,215,0,0,35,0,NA,47,82,5,133,13,119,6,10,7,132,8,1,4,17852.2694181026,0.732,22.4291,0.7206,20.6377,92.5244,9e-04,0.1428,22.43,0,0,0,"no_IT","none",22.43,22.5728,17886367033,0,1,0.009411764705882,1700,16
"Brasil","COD1200385",2013,343,0,0,30,0,NA,125,155,5,188,13,159,6,32,7,182,8,6,4,18015.4240571539,0.75,22.6177,0.7165,20.6941,92.5664,9e-04,0.1656,22.6186,0,0,0,"no_IT","none",22.6186,22.7842,16089169036,0,1,0.004117647058824,1700,7
"Brasil","COD1200385",2014,242,0,0,28,0,NA,51,79,5,163,13,133,6,26,7,150,8,13,4,18178.5786962052,0.754,22.2602,0.7144,20.5125,92.5085,8e-04,0.1535,22.261,0,0,0,"no_IT","none",22.261,22.4145,17752993751,0,1,0.003529411764706,1700,6
"Brasil","COD1200385",2015,237,0,0,62,0,NA,48,110,5,127,13,110,6,14,7,121,8,6,4,18341.7333352565,0.753,22.1167,0.6888,20.231,92.5613,8e-04,0.1415,22.1175,0,0,0,"no_IT","none",22.1175,22.259,19511399663,0,2,0.015294117647059,1700,26
"Brasil","COD1200385",2016,233,0,0,34,0,NA,27,61,5,172,13,153,6,26,7,166,8,6,4,18485.8022653579,0.755,21.9152,0.674,19.7868,92.6523,8e-04,0.1429,21.916,0,0,0,"no_IT","none",21.916,22.0589,18108297892,0,2,0.012941176470588,1700,22
"Brasil","COD1200385",2017,267,0,0,43,0,NA,70,113,5,154,13,130,6,16,7,149,8,5,4,18629.8711954593,0.759,23.0379,0.6689,20.205,92.8682,9e-04,0.1704,23.0388,0,0,0,"no_IT","none",23.0388,23.2092,19309076346,0,2,0.016470588235294,1700,28
"Brasil","COD1200385",2018,153,0,0,31,0,NA,12,43,5,110,13,98,6,11,7,103,8,7,4,18773.9401255607,0.764,23.4768,0.6801,20.3484,92.9539,0.001,0.1565,23.4778,0,0,0,"no_IT","none",23.4778,23.6343,17443268014,0,1,0.006470588235294,1700,11
"Brasil","COD1200385",2019,252,0,0,15,0,NA,81,96,5,156,13,127,6,29,7,144,8,12,4,18918.0090556621,0.766,23.8467,0.6776,20.176,93.1227,0.0012,0.1851,23.8479,0,0,0,"no_IT","none",23.8479,24.033,20336497929,0,1,0.002941176470588,1700,5
"Brasil","COD1200393",2008,178,0,0,9,0,NA,153,162,5,16,13,13,6,3,7,13,8,3,4,9072.01645901095,0.715,98.4595,0.0188,2.3666,99.7849,0,0.1482,98.4595,13.223,0,13.223,"yes_IT","acknowledged_only",85.2365,85.3847,53371188492,0,0,0,5622,0
"Brasil","COD1200393",2009,386,0,0,9,0,NA,359,368,5,18,13,15,6,3,7,16,8,2,4,9166.53851750547,0.717,98.3992,0.0171,2.443,99.7788,0,0.1634,98.3992,13.223,0,13.223,"yes_IT","acknowledged_only",85.1762,85.3396,50481164561,0,0,0,5622,0
"Brasil","COD1200393",2010,413,0,0,2,0,NA,379,381,5,32,13,31,6,1,7,31,8,1,4,9261.060576,0.723,98.3111,0.0206,2.5767,99.7678,0,0.194,98.3111,13.223,0,13.223,"yes_IT","acknowledged_only",85.0881,85.2821,63395771457,0,1,0.00124466571835,5624,7
"Brasil","COD1200393",2011,111,0,0,4,0,NA,72,76,5,35,13,33,6,2,7,34,8,1,4,9347.18322935755,0.728,98.2475,0.0171,2.6276,99.7635,0,0.1853,98.2475,13.223,0,13.223,"yes_IT","acknowledged_only",85.0245,85.2098,52907294776,0,1,0.001067235859125,5622,6
"Brasil","COD1200393",2012,407,0,0,2,0,NA,371,373,5,34,13,32,6,2,7,32,8,2,4,9433.3058827151,0.732,98.1111,0.0178,2.8228,99.7475,0,0.2105,98.1111,13.223,0,13.223,"yes_IT","acknowledged_only",84.8881,85.0986,53339868396,0,1,0.000355745286375,5622,2
"Brasil","COD1200393",2013,313,0,0,3,0,NA,289,292,5,21,13,21,6,0,7,21,8,0,4,9519.42853607264,0.75,97.9137,0.0186,3.1528,99.7205,0,0.1851,97.9137,13.223,0,13.223,"yes_IT","acknowledged_only",84.6907,84.8758,50029776832,0,0,0,5622,0
"Brasil","COD1200393",2014,388,0,0,16,0,NA,347,363,5,25,13,23,6,2,7,24,8,1,4,9605.55118943019,0.754,97.7442,0.0213,3.3439,99.7046,0,0.1849,97.7442,13.223,0,13.223,"yes_IT","acknowledged_only",84.5212,84.7061,52187468852,0,1,0.000177872643187,5622,1
"Brasil","COD1200393",2015,545,0,0,11,0,NA,522,533,5,12,13,6,6,6,7,11,8,1,4,9691.67384278774,0.753,97.6189,0.0251,3.4852,99.6928,0,0.2098,97.6189,13.223,0,13.223,"yes_IT","acknowledged_only",84.3959,84.6057,55011546328,0,1,0.000533617929562,5622,3
"Brasil","COD1200393",2016,362,0,0,9,0,NA,315,324,5,38,13,33,6,5,7,37,8,1,4,9767.69152359961,0.755,97.5016,0.0299,3.5871,99.6841,0,0.2611,97.5016,13.223,0,13.223,"yes_IT","acknowledged_only",84.2786,84.5397,54275710287,0,1,0.000889363215937,5622,5
"Brasil","COD1200393",2017,340,0,0,8,0,NA,288,296,5,44,13,40,6,6,7,42,8,2,4,9843.70920441149,0.759,97.4678,0.0306,3.5502,99.6872,1e-04,0.2354,97.4679,13.223,0,13.223,"yes_IT","acknowledged_only",84.2449,84.4803,55240864439,0,0,0,5622,0
"Brasil","COD1200393",2018,166,0,0,13,0,NA,78,91,5,75,13,70,6,4,7,71,8,4,4,9919.72688522336,0.764,97.4938,0.0334,3.5069,99.6907,1e-04,0.2753,97.4939,13.223,0,13.223,"yes_IT","acknowledged_only",84.2709,84.5462,53216548268,0,0,0,5622,0
"Brasil","COD1200393",2019,256,0,0,16,0,NA,224,240,5,16,13,9,6,7,7,10,8,6,4,9995.74456603523,0.766,97.496,0.0351,3.5355,99.6886,1e-04,0.2839,97.4961,13.223,0,13.223,"yes_IT","acknowledged_only",84.2731,84.557,56518306313,0,1,0.000533617929562,5622,3
"Brasil","COD1200401",2008,2012,0,0,306,0,NA,223,529,5,1483,13,1019,6,444,7,1259,8,224,4,343934.097328851,0.715,75.2744,0.253,11.7931,98.715,0.0091,0.103,75.2835,0,0,0,"no_IT","none",75.2835,75.3865,79837409379,0,1,0.002982751912852,7711,23
"Brasil","COD1200401",2009,2265,0,0,278,0,NA,148,426,5,1839,13,1360,6,430,7,1550,8,289,4,347517.321064426,0.717,74.4857,0.2591,11.9151,98.6887,0.0071,0.0929,74.4928,0,0,0,"no_IT","none",74.4928,74.5857,71524249105,0,1,0.001037478926209,7711,8
"Brasil","COD1200401",2010,1734,0,0,318,0,NA,201,519,5,1215,13,734,6,443,7,933,8,282,4,351100.5448,0.723,73.7918,0.2619,12.0249,98.6648,0.0061,0.0918,73.7979,0,0,0,"no_IT","none",73.7979,73.8897,103172738370,0,2,0.018021522105536,7713,139
"Brasil","COD1200401",2011,1832,0,0,244,0,NA,125,369,5,1463,13,961,6,461,7,1159,8,304,4,354364.985044016,0.728,73.2944,0.2788,12.2614,98.6305,0.0058,0.1032,73.3002,0,0,0,"no_IT","none",73.3002,73.4034,76458266773,0,1,0.002593697315523,7711,20
"Brasil","COD1200401",2012,1777,0,0,298,0,NA,151,449,5,1328,13,902,6,399,7,1066,8,262,4,357629.425288031,0.732,73.1936,0.2953,12.5818,98.5941,0.0043,0.1037,73.1979,0,0,0,"no_IT","none",73.1979,73.3016,78158894191,0,1,0.002593697315523,7711,20
"Brasil","COD1200401",2013,1496,0,0,247,0,NA,95,342,5,1154,13,673,6,420,7,882,8,272,4,360893.865532047,0.75,73.0161,0.3133,13.009,98.5446,0.0037,0.1047,73.0198,0,0,0,"no_IT","none",73.0198,73.1245,70720269189,0,1,0.002204642718195,7711,17
"Brasil","COD1200401",2014,1354,1,0,291,0,NA,70,362,5,992,13,503,6,435,7,705,8,287,4,364158.305776062,0.754,73.1494,0.3256,13.3651,98.5089,0.0041,0.1063,73.1535,0,0,0,"no_IT","none",73.1535,73.2598,77159061545,0,1,0.000259369731552,7711,2
"Brasil","COD1200401",2015,1463,0,0,286,0,NA,97,383,5,1080,13,552,6,480,7,758,8,322,4,367422.746020078,0.753,72.886,0.3261,13.5893,98.4794,0.0038,0.0982,72.8898,0,0,0,"no_IT","none",72.8898,72.988,84756748923,0,1,0.002464012449747,7711,19
"Brasil","COD1200401",2016,1398,0,0,204,0,NA,128,332,5,1066,13,562,6,462,7,776,8,290,4,370303.999637353,0.755,72.6421,0.3329,13.7587,98.4559,0.0038,0.1023,72.6459,0,0,0,"no_IT","none",72.6459,72.7482,79619331705,0,1,0.011801322785631,7711,91
"Brasil","COD1200401",2017,1149,0,0,242,0,NA,125,367,5,782,13,395,6,367,7,553,8,229,4,373185.253254628,0.759,72.3188,0.338,13.8423,98.4401,0.0037,0.1201,72.3225,0,0,0,"no_IT","none",72.3225,72.4426,84254806211,0,1,0.002982751912852,7711,23
"Brasil","COD1200401",2018,1306,0,0,236,0,NA,83,319,5,987,13,499,6,436,7,659,8,328,4,376066.506871902,0.764,71.8809,0.3445,14.0705,98.4058,0.0034,0.1132,71.8843,0,0,0,"no_IT","none",71.8843,71.9975,76757018300,0,1,0.003501491375956,7711,27
"Brasil","COD1200401",2019,1453,0,0,225,0,NA,86,311,5,1142,13,626,6,472,7,766,8,376,4,378947.760489177,0.766,71.5582,0.3566,14.5042,98.351,0.0035,0.1227,71.5617,0,0,0,"no_IT","none",71.5617,71.6844,88573326958,0,2,0.004928024899494,7711,38
"Brasil","COD1200427",2008,3228,0,0,3,0,NA,3103,3106,5,122,13,120,6,3,7,121,8,1,4,14634.406508214,0.715,89.4722,0.1417,9.3248,99.1201,7e-04,0.1018,89.4729,0.6043,0.5303,0.074,"yes_IT","both",88.8686,88.9704,25950834225,0,1,0.000749906261717,2667,2
"Brasil","COD1200427",2009,2365,0,0,4,0,NA,2310,2314,5,51,13,42,6,6,7,49,8,2,4,14786.875359107,0.717,89.2189,0.143,9.4679,99.1051,7e-04,0.0932,89.2196,0.6043,0.5303,0.074,"yes_IT","both",88.6153,88.7085,24738246023,0,0,0,2667,0
"Brasil","COD1200427",2010,4507,0,0,2,0,NA,4441,4443,5,64,13,62,6,2,7,64,8,0,4,14939.34421,0.723,88.7668,0.1499,9.6579,99.0837,9e-04,0.1113,88.7677,0.6043,0.5303,0.074,"yes_IT","both",88.1634,88.2747,30334892637,0,1,0.00374531835206,2670,10
"Brasil","COD1200427",2011,3681,0,0,8,0,NA,3583,3591,5,90,13,69,6,21,7,82,8,8,4,15078.2523464808,0.728,88.3477,0.1505,9.7652,99.0697,9e-04,0.1154,88.3486,0.6043,0.5303,0.074,"yes_IT","both",87.7443,87.8597,25791131959,0,1,0.001124859392576,2667,3
"Brasil","COD1200427",2012,3790,0,0,10,0,NA,3701,3711,5,79,13,72,6,7,7,77,8,2,4,15217.1604829616,0.732,88.4713,0.1463,9.9249,99.0569,9e-04,0.137,88.4722,0.6043,0.5303,0.074,"yes_IT","both",87.8679,88.0049,26009576733,0,1,0.001124859392576,2667,3
"Brasil","COD1200427",2013,3721,0,0,13,0,NA,3635,3648,5,73,13,67,6,6,7,72,8,1,4,15356.0686194424,0.75,88.2827,0.158,10.3267,99.0193,9e-04,0.1231,88.2836,0.6043,0.5303,0.074,"yes_IT","both",87.6793,87.8024,24527220400,0,0,0,2667,0
"Brasil","COD1200427",2014,5317,0,0,7,0,NA,5206,5213,5,104,13,89,6,15,7,103,8,1,4,15494.9767559232,0.754,87.9572,0.1629,10.6183,98.9897,8e-04,0.1248,87.958,0.6043,0.5303,0.074,"yes_IT","both",87.3537,87.4785,25493993893,0,1,0.000749906261717,2667,2
"Brasil","COD1200427",2015,5438,1,0,11,0,NA,5383,5395,5,43,13,36,6,6,7,43,8,0,4,15633.884892404,0.753,87.7344,0.1606,10.5991,98.9891,8e-04,0.1291,87.7352,0.6043,0.5303,0.074,"yes_IT","both",87.1309,87.26,26694673711,0,0,0,2667,0
"Brasil","COD1200427",2016,6062,0,0,7,0,NA,5995,6002,5,60,13,53,6,7,7,53,8,7,4,15756.4893965959,0.755,87.3893,0.1629,10.688,98.9772,6e-04,0.1397,87.3899,0.6043,0.5303,0.074,"yes_IT","both",86.7856,86.9253,26457162335,0,1,0.000374953130859,2667,1
"Brasil","COD1200427",2017,4758,0,0,5,0,NA,4720,4725,5,33,13,22,6,12,7,25,8,8,4,15879.0939007878,0.759,87.0319,0.1703,10.9414,98.9501,5e-04,0.1216,87.0324,0.6043,0.5303,0.074,"yes_IT","both",86.4281,86.5497,26754551870,0,0,0,2667,0
"Brasil","COD1200427",2018,4253,0,0,14,0,NA,4181,4195,5,58,13,49,6,7,7,57,8,1,4,16001.6984049796,0.764,86.8506,0.1791,11.0948,98.9342,6e-04,0.1532,86.8512,0.6043,0.5303,0.074,"yes_IT","both",86.2469,86.4001,26042304169,0,1,0.000374953130859,2667,1
"Brasil","COD1200427",2019,2361,0,0,5,0,NA,2304,2309,5,52,13,40,6,13,7,47,8,5,4,16124.3029091715,0.766,86.6312,0.1872,11.3318,98.9104,6e-04,0.1282,86.6318,0.6043,0.5303,0.074,"yes_IT","both",86.0275,86.1557,27375539729,0,0,0,2667,0
"Brasil","COD1200435",2008,19,0,0,14,0,NA,1,15,5,4,13,4,6,0,7,4,8,0,4,4390.22286185215,0.715,98.6878,0.0132,2.0597,99.763,4e-04,0.1384,98.6882,34.2563,0,34.2563,"yes_IT","acknowledged_only",64.4319,64.5703,52634629533,0,1,0.000187020759304,5347,1
"Brasil","COD1200435",2009,71,0,0,11,0,NA,0,11,5,60,13,58,6,2,7,58,8,2,4,4435.96749542608,0.717,98.6652,0.0122,2.0709,99.7617,4e-04,0.1208,98.6656,34.2563,0,34.2563,"yes_IT","acknowledged_only",64.4093,64.5301,48335971244,0,0,0,5347,0
"Brasil","COD1200435",2010,85,0,0,4,0,NA,1,5,5,80,13,78,6,2,7,79,8,1,4,4481.712129,0.723,98.6433,0.0132,2.0989,99.7593,3e-04,0.165,98.6436,34.2563,0,34.2563,"yes_IT","acknowledged_only",64.3873,64.5523,66058750665,0,0,0,5346,0
"Brasil","COD1200435",2011,124,0,0,2,0,NA,0,2,5,122,13,121,6,1,7,122,8,0,4,4523.39556317581,0.728,98.6411,0.0114,2.0919,99.7601,4e-04,0.1515,98.6415,34.2563,0,34.2563,"yes_IT","acknowledged_only",64.3852,64.5367,51260654198,0,1,0.000561062277913,5347,3
"Brasil","COD1200435",2012,87,0,0,10,0,NA,2,12,5,75,13,73,6,2,7,74,8,1,4,4565.07899735163,0.732,98.6017,0.0125,2.1262,99.7577,9e-04,0.1626,98.6026,34.2563,0,34.2563,"yes_IT","acknowledged_only",64.3463,64.5089,52043098316,0,0,0,5347,0
"Brasil","COD1200435",2013,53,0,0,11,0,NA,0,11,5,42,13,40,6,3,7,39,8,3,4,4606.76243152744,0.75,98.5823,0.013,2.1425,99.7561,0.0011,0.1513,98.5834,34.2563,0,34.2563,"yes_IT","acknowledged_only",64.3271,64.4784,47773354550,0,0,0,5347,0
"Brasil","COD1200435",2014,41,0,0,24,0,NA,3,27,5,14,13,13,6,2,7,14,8,0,4,4648.44586570326,0.754,98.5309,0.014,2.1993,99.7518,0.0013,0.166,98.5322,34.2563,0,34.2563,"yes_IT","acknowledged_only",64.2759,64.4419,50865817304,0,0,0,5347,0
"Brasil","COD1200435",2015,31,0,0,9,0,NA,1,10,5,21,13,16,6,3,7,19,8,2,4,4690.12929987907,0.753,98.4716,0.0156,2.2615,99.7468,0.0012,0.1699,98.4728,34.2563,0,34.2563,"yes_IT","acknowledged_only",64.2165,64.3864,55069437892,0,0,0,5347,0
"Brasil","COD1200435",2016,87,0,0,23,0,NA,1,24,5,63,13,54,6,9,7,62,8,1,4,4726.92355963289,0.755,98.4292,0.0162,2.2977,99.7433,6e-04,0.1833,98.4298,34.2563,0,34.2563,"yes_IT","acknowledged_only",64.1735,64.3568,52983482648,0,0,0,5347,0
"Brasil","COD1200435",2017,48,0,0,20,0,NA,0,20,5,28,13,25,6,3,7,27,8,1,4,4763.71781938672,0.759,98.3737,0.0159,2.3326,99.74,6e-04,0.1929,98.3743,34.2563,0,34.2563,"yes_IT","acknowledged_only",64.118,64.3109,55156792142,0,1,0.000561062277913,5347,3
"Brasil","COD1200435",2018,70,0,0,15,0,NA,0,15,5,55,13,52,6,3,7,54,8,1,4,4800.51207914054,0.764,98.2793,0.0184,2.4437,99.7308,5e-04,0.1951,98.2798,34.2563,0,34.2563,"yes_IT","acknowledged_only",64.0235,64.2186,51378150044,0,1,0.000187020759304,5347,1
"Brasil","COD1200435",2019,75,0,0,23,0,NA,1,24,5,51,13,48,6,2,7,51,8,0,4,4837.30633889437,0.766,98.1777,0.0221,2.5616,99.7206,4e-04,0.2102,98.1781,34.2563,0,34.2563,"yes_IT","acknowledged_only",63.9218,64.132,57285240766,0,0,0,5347,0
"Brasil","COD1200450",2008,557,0,0,7,0,NA,446,453,5,104,13,61,6,39,7,95,8,9,4,20473.3629960453,0.715,27.5876,0.5439,19.274,94.485,0.0049,0.1457,27.5925,0,0,0,"no_IT","none",27.5925,27.7382,21987689614,0,1,0.01576354679803,2030,32
"Brasil","COD1200450",2009,247,0,0,10,0,NA,98,108,5,139,13,100,6,41,7,133,8,6,4,20686.6615330226,0.717,26.3319,0.5405,19.3996,94.1856,0.0027,0.1412,26.3346,0,0,0,"no_IT","none",26.3346,26.4758,19590380970,0,1,0.005418719211823,2030,11
"Brasil","COD1200450",2010,252,0,0,13,0,NA,148,161,5,91,13,59,6,31,7,85,8,6,4,20899.96007,0.723,25.0222,0.5732,19.7506,93.7723,0.0028,0.1901,25.025,0,0,0,"no_IT","none",25.025,25.2151,28401670218,0,2,0.027080256031512,2031,55
"Brasil","COD1200450",2011,186,0,0,4,0,NA,31,35,5,151,13,105,6,44,7,128,8,23,4,21094.2823622353,0.728,24.7139,0.615,19.9417,93.6326,0.0022,0.2196,24.7161,0,0,0,"no_IT","none",24.7161,24.9357,20870352174,0,1,0.008866995073892,2030,18
"Brasil","COD1200450",2012,207,0,0,12,0,NA,99,111,5,96,13,75,6,21,7,86,8,10,4,21288.6046544706,0.732,24.8708,0.6314,20.3061,93.5573,0.0021,0.2154,24.8729,0,0,0,"no_IT","none",24.8729,25.0883,21487189959,0,1,0.012315270935961,2030,25
"Brasil","COD1200450",2013,184,0,0,13,0,NA,82,95,5,89,13,77,6,10,7,88,8,1,4,21482.9269467059,0.75,25.1466,0.6659,20.8469,93.4526,0.0021,0.2476,25.1487,0,0,0,"no_IT","none",25.1487,25.3963,19370017172,0,1,0.001477832512315,2030,3
"Brasil","COD1200450",2014,184,0,0,13,0,NA,70,83,5,101,13,70,6,30,7,92,8,9,4,21677.2492389412,0.754,25.5327,0.6607,21.0002,93.5029,0.002,0.2185,25.5347,0,0,0,"no_IT","none",25.5347,25.7532,21335725873,0,0,0,2030,0
"Brasil","COD1200450",2015,285,0,0,13,0,NA,153,166,5,119,13,77,6,39,7,113,8,6,4,21871.5715311765,0.753,25.9432,0.6431,20.7536,93.6824,0.0024,0.2024,25.9456,0,0,0,"no_IT","none",25.9456,26.148,23391431332,0,1,0.001970443349754,2030,4
"Brasil","COD1200450",2016,306,0,0,3,0,NA,205,208,5,98,13,76,6,20,7,91,8,7,4,22043.0839201688,0.755,25.8704,0.6448,20.4258,93.7651,0.0023,0.1988,25.8727,0,0,0,"no_IT","none",25.8727,26.0715,21739610762,0,1,0.011330049261084,2030,23
"Brasil","COD1200450",2017,285,0,0,23,0,NA,161,184,5,101,13,79,6,22,7,91,8,10,4,22214.5963091611,0.759,26.5199,0.6478,20.2964,93.9562,0.0024,0.2304,26.5223,0,0,0,"no_IT","none",26.5223,26.7527,23143084668,0,1,0.003940886699507,2030,8
"Brasil","COD1200450",2018,359,0,0,9,0,NA,236,245,5,114,13,86,6,30,7,97,8,17,4,22386.1086981535,0.764,27.2153,0.628,20.1208,94.1617,0.0025,0.2455,27.2178,0,0,0,"no_IT","none",27.2178,27.4633,21003187780,0,1,0.004433497536946,2030,9
"Brasil","COD1200450",2019,485,0,0,16,0,NA,354,370,5,115,13,72,6,40,7,95,8,20,4,22557.6210871458,0.766,28.2326,0.6254,19.8139,94.4601,0.0027,0.2502,28.2353,0,0,0,"no_IT","none",28.2353,28.4855,24420099177,0,1,0.007881773399015,2030,16
"Brasil","COD1200500",2008,415,0,0,87,0,NA,18,105,5,310,13,285,6,29,7,306,8,4,4,37576.9168935975,0.715,94.7458,0.0447,4.4983,99.612,0.0037,0.1208,94.7495,6.7179,0,6.7179,"yes_IT","acknowledged_only",88.0316,88.1524,207789961079,0,1,0.001737703335425,20717,36
"Brasil","COD1200500",2009,478,0,0,86,0,NA,3,89,5,389,13,317,6,77,7,381,8,8,4,37968.4061317987,0.717,94.5502,0.0465,4.6307,99.6006,0.0033,0.1039,94.5535,6.7179,0,6.7179,"yes_IT","acknowledged_only",87.8356,87.9395,188467188292,0,1,0.000289617222571,20717,6
"Brasil","COD1200500",2010,461,0,0,116,0,NA,6,122,5,339,13,191,6,155,7,327,8,12,4,38359.89537,0.723,94.3219,0.0489,4.7962,99.586,0.0036,0.143,94.3255,6.7179,0,6.7179,"yes_IT","acknowledged_only",87.6076,87.7506,265593727033,0,2,0.002945010379955,20713,61
"Brasil","COD1200500",2011,552,0,0,109,0,NA,3,112,5,440,13,239,6,192,7,429,8,11,4,38716.5555236227,0.728,94.2488,0.0502,4.9046,99.5771,0.0038,0.1329,94.2526,6.7179,0,6.7179,"yes_IT","acknowledged_only",87.5347,87.6676,200758545788,0,1,0.000241347685476,20717,5
"Brasil","COD1200500",2012,634,0,0,175,0,NA,3,178,5,456,13,271,6,193,7,442,8,14,4,39073.2156772455,0.732,94.1549,0.0523,5.0004,99.569,0.0036,0.1324,94.1585,6.7179,0,6.7179,"yes_IT","acknowledged_only",87.4406,87.573,204419880003,0,1,9.653907419e-05,20717,2
"Brasil","COD1200500",2013,699,0,0,150,0,NA,4,154,5,545,13,313,6,234,7,533,8,12,4,39429.8758308682,0.75,94.0165,0.0578,5.1622,99.5548,0.0039,0.1326,94.0204,6.7179,0,6.7179,"yes_IT","acknowledged_only",87.3025,87.4351,186303864573,0,1,0.000579234445142,20717,12
"Brasil","COD1200500",2014,770,0,0,151,0,NA,5,156,5,614,13,378,6,228,7,596,8,18,4,39786.535984491,0.754,93.7868,0.0609,5.3399,99.5389,0.0037,0.1207,93.7905,6.7179,0,6.7179,"yes_IT","acknowledged_only",87.0726,87.1933,200635228062,0,1,0.000193078148381,20717,4
"Brasil","COD1200500",2015,490,0,0,125,0,NA,5,130,5,360,13,221,6,146,7,348,8,12,4,40143.1961381137,0.753,93.4977,0.0647,5.5203,99.5223,0.0039,0.1319,93.5016,6.7179,0,6.7179,"yes_IT","acknowledged_only",86.7837,86.9156,219215304540,0,1,0.000289617222571,20717,6
"Brasil","COD1200500",2016,529,0,0,76,0,NA,2,78,5,451,13,208,6,247,7,440,8,11,4,40457.9908207178,0.755,93.3111,0.0678,5.6296,99.5121,0.0043,0.1403,93.3154,6.7179,0,6.7179,"yes_IT","acknowledged_only",86.5975,86.7378,208487292257,0,2,0.001930781483806,20717,40
"Brasil","COD1200500",2017,439,0,0,95,0,NA,3,98,5,341,13,167,6,157,7,330,8,11,4,40772.7855033219,0.759,93.1119,0.072,5.7797,99.4984,0.0035,0.1419,93.1154,6.7179,0,6.7179,"yes_IT","acknowledged_only",86.3975,86.5394,218752576067,0,1,0.001061929816093,20717,22
"Brasil","COD1200500",2018,427,0,0,67,0,NA,0,67,5,360,13,156,6,206,7,349,8,11,4,41087.5801859259,0.764,92.8398,0.0766,5.9376,99.4835,0.003,0.1348,92.8428,6.7179,0,6.7179,"yes_IT","acknowledged_only",86.1249,86.2597,201468635231,0,1,0.000241347685476,20717,5
"Brasil","COD1200500",2019,402,0,0,89,0,NA,0,89,5,313,13,157,6,164,7,301,8,12,4,41402.37486853,0.766,92.5747,0.0822,6.1534,99.4638,0.0032,0.1534,92.5779,6.7179,0,6.7179,"yes_IT","acknowledged_only",85.86,86.0134,229182249031,0,2,0.00168943379833,20717,35
